"legis.annee","groupe.pol","cabcollab","effectifs","pourcentages","mean_part.femmes","median_part.femmes","mean_age","median_age","mean_part.pol","median_part.pol","mean_part.cabcollab","median_part.cabcollab","mean_part.pcs.123","median_part.pcs.123","mean_part.pcs.456","median_part.pcs.456","mean_part.elu.local","median_part.elu.local","mean_part.mandat","median_part.mandat","mean_part.primos","median_part.primos","mean_duree.pol","median_duree.pol"
1978,"UDF/MODEM/UDI/NC/Dém","Ancien collaborateur",28,36.8421052631579,0,0,47.7142857142857,50,46.0453109695621,34.8484848484848,100,100,85.7142857142857,100,7.14285714285714,0,57.1428571428571,100,32.8395261175405,25.2380952380952,46.4285714285714,0,10.8928571428571,9
1978,"UDF/MODEM/UDI/NC/Dém","Jamais collaborateur",111,24.1304347826087,1.8018018018018,0,51.2162162162162,53,43.7092641190085,41.6666666666667,0,0,89.1891891891892,100,9.90990990990991,0,84.6846846846847,100,43.7092641190085,41.6666666666667,46.8468468468468,0,11.3963963963964,12
1997,"Communiste","Jamais collaborateur",41,8.21643286573146,9.75609756097561,0,54.5609756097561,54,60.2629020046489,63.6363636363636,0,0,34.1463414634146,0,60.9756097560976,100,95.1219512195122,100,60.2629020046489,63.6363636363636,48.780487804878,0,18.0487804878049,20
1997,"Non-inscrits","Ancien collaborateur",1,0.645161290322581,0,0,61,61,38.8888888888889,38.8888888888889,100,100,0,0,100,100,100,100,36.1111111111111,36.1111111111111,100,100,14,14
1997,"Non-inscrits","Jamais collaborateur",4,0.801603206412826,0,0,54.25,54,60.9615965254552,60.0241545893719,0,0,100,100,0,0,100,100,60.9615965254552,60.0241545893719,50,50,18,17.5
1997,"Radical","Ancien collaborateur",2,1.29032258064516,0,0,50.5,50.5,50.8461538461539,50.8461538461539,100,100,50,50,0,0,100,100,29.6923076923077,29.6923076923077,100,100,13,13
1997,"Radical","Jamais collaborateur",35,7.01402805611222,14.2857142857143,0,54.7714285714286,55,56.2520588236089,61.9047619047619,0,0,80,100,17.1428571428571,0,100,100,56.2520588236089,61.9047619047619,48.5714285714286,0,16.8857142857143,17
1997,"RPR/UMP/LR","Ancien collaborateur",44,28.3870967741935,4.54545454545455,0,53.1590909090909,52,66.4360083618325,69.0909090909091,100,100,65.9090909090909,100,4.54545454545455,0,97.7272727272727,100,54.8661991193853,61.4583333333333,11.3636363636364,0,18.5227272727273,17
1997,"RPR/UMP/LR","Jamais collaborateur",113,22.6452905811623,6.19469026548673,0,54.3008849557522,54,57.8655735143238,56,0,0,90.2654867256637,100,8.84955752212389,0,97.3451327433628,100,57.8655735143238,56,21.2389380530973,0,16.6814159292035,15
1997,"Socialiste","Ancien collaborateur",70,45.1612903225806,18.5714285714286,0,45.5571428571429,45.5,69.6071176595979,76.4615384615385,100,100,60,100,2.85714285714286,0,87.1428571428571,100,51.0303172407424,54.1666666666667,62.8571428571429,100,14.0571428571429,14
1997,"Socialiste","Jamais collaborateur",221,44.2885771543086,15.3846153846154,0,52.5113122171946,52,55.9132048713354,58.6206896551724,0,0,72.8506787330317,100,24.8868778280543,0,94.5701357466063,100,55.9132048713354,58.6206896551724,52.0361990950226,100,15.6968325791855,16
1997,"Total","Ancien collaborateur",155,100,11.6129032258065,0,48.9225806451613,48,67.6299724259663,72.4137931034483,100,100,65.1612903225806,100,4.51612903225806,0,90.9677419354839,100,53.2805970426509,56.25,38.7096774193548,0,15.858064516129,15
1997,"Total","Jamais collaborateur",499,100,11.0220440881764,0,53.7454909819639,53,57.9425202322234,58.8235294117647,0,0,78.1563126252505,100,20.0400801603206,0,96.1923847695391,100,57.9425202322234,58.8235294117647,38.0761523046092,0,16.811623246493,16
1997,"UDF/MODEM/UDI/NC/Dém","Ancien collaborateur",38,24.5161290322581,7.89473684210526,0,49.8157894736842,47,67.010050667134,72.5705329153605,100,100,76.3157894736842,100,5.26315789473684,0,89.4736842105263,100,57.2832065002695,63.5278514588859,21.0526315789474,0,16.2894736842105,16
1997,"UDF/MODEM/UDI/NC/Dém","Jamais collaborateur",85,17.0340681362725,5.88235294117647,0,55.3764705882353,54,62.7557892362,66.6666666666667,0,0,95.2941176470588,100,4.70588235294118,0,97.6470588235294,100,62.7557892362,66.6666666666667,14.1176470588235,0,19.2,20
2007,"Communiste","Ancien collaborateur",2,1.05820105820106,50,50,44.5,44.5,60,60,100,100,0,0,50,50,100,100,43.3333333333333,43.3333333333333,50,50,7.5,7.5
2007,"Communiste","Jamais collaborateur",24,5.33333333333333,20.8333333333333,0,59.9583333333333,59.5,74.6946898857774,79.0625,0,0,29.1666666666667,0,66.6666666666667,100,100,100,74.6946898857774,79.0625,25,0,26.0416666666667,24.5
2007,"Non-inscrits","Ancien collaborateur",4,2.11640211640212,25,0,48.25,46.5,83.3860678088182,86.0703812316715,100,100,75,100,0,0,100,100,72.903942407338,69.8680351906158,25,0,19.5,18
2007,"Non-inscrits","Jamais collaborateur",4,0.888888888888889,0,0,52.75,54.5,82.4652777777778,96.875,0,0,50,50,50,50,100,100,82.4652777777778,96.875,50,50,21.5,21.5
2007,"RPR/UMP/LR","Ancien collaborateur",104,55.026455026455,12.5,0,52.7019230769231,52.5,76.107855340899,80.7692307692308,100,100,48.0769230769231,0,4.80769230769231,0,95.1923076923077,100,62.0367371806279,61.6366366366367,22.1153846153846,0,20.7980769230769,20
2007,"RPR/UMP/LR","Jamais collaborateur",265,58.8888888888889,16.9811320754717,0,55.5320754716981,56,61.8313867359804,65,0,0,86.0377358490566,100,10.5660377358491,0,96.6037735849057,100,61.8313867359804,65,24.5283018867925,0,19.0641509433962,19
2007,"Socialiste","Ancien collaborateur",72,38.0952380952381,19.4444444444444,0,51.4583333333333,53,79.7366280899005,84.9624060150376,100,100,51.3888888888889,100,4.16666666666667,0,93.0555555555556,100,59.5145467435508,63.6111111111111,30.5555555555556,0,20.7361111111111,22
2007,"Socialiste","Jamais collaborateur",138,30.6666666666667,31.1594202898551,0,56.9565217391304,58,63.0327026019098,67.6190476190476,0,0,71.0144927536232,100,26.8115942028986,0,97.1014492753623,100,63.0327026019098,67.6190476190476,40.5797101449275,0,20.268115942029,21
2007,"Total","Ancien collaborateur",189,100,15.3439153439153,0,51.8941798941799,52,77.7716723185673,83.3333333333333,100,100,49.2063492063492,0,4.76190476190476,0,94.1798941798942,100,61.5114986399159,63.3333333333333,25.3968253968254,0,20.5026455026455,20
2007,"Total","Jamais collaborateur",450,100,20.8888888888889,0,56.2022222222222,57,63.3319491269211,66.6666666666667,0,0,78.2222222222222,100,18.6666666666667,0,97.1111111111111,100,63.3319491269211,66.6666666666667,29.5555555555556,0,19.8933333333333,19.5
2007,"UDF/MODEM/UDI/NC/Dém","Ancien collaborateur",7,3.7037037037037,0,0,48.5714285714286,48,84.1496598639456,100,100,100,42.8571428571429,0,0,0,85.7142857142857,100,72.9318249038746,78.2608695652174,14.2857142857143,0,18,18
2007,"UDF/MODEM/UDI/NC/Dém","Jamais collaborateur",19,4.22222222222222,5.26315789473684,0,56.0526315789474,54,68.0533155077047,64.8648648648649,0,0,89.4736842105263,100,5.26315789473684,0,100,100,68.0533155077047,64.8648648648649,21.0526315789474,0,20.6315789473684,18
2012,"Communiste","Ancien collaborateur",2,0.966183574879227,0,0,45.5,45.5,73.5645933014354,73.5645933014354,100,100,0,0,0,0,100,100,53.9473684210526,53.9473684210526,100,100,15,15
2012,"Communiste","Jamais collaborateur",13,3.125,23.0769230769231,0,63.2307692307692,63,71.2779776543027,82.8571428571429,0,0,53.8461538461538,100,38.4615384615385,0,100,100,71.2779776543027,82.8571428571429,23.0769230769231,0,27.9230769230769,30
2012,"Écologiste","Ancien collaborateur",4,1.93236714975845,25,0,42,40.5,88.421568627451,85.6666666666667,100,100,0,0,0,0,75,100,46.936974789916,54.5882352941177,75,100,15,14
2012,"Écologiste","Jamais collaborateur",14,3.36538461538462,57.1428571428571,100,51.5714285714286,51,31.3621297558427,36.6203703703704,0,0,78.5714285714286,100,21.4285714285714,0,64.2857142857143,100,31.3621297558427,36.6203703703704,92.8571428571429,100,8.42857142857143,9.5
2012,"Non-inscrits","Ancien collaborateur",3,1.44927536231884,33.3333333333333,0,45.6666666666667,49,89.6367521367521,95.8333333333333,100,100,66.6666666666667,100,0,0,100,100,64.8504273504273,65.3846153846154,33.3333333333333,0,18,19
2012,"Non-inscrits","Jamais collaborateur",6,1.44230769230769,33.3333333333333,0,50.6666666666667,54,47.2027972027972,59.0909090909091,0,0,50,50,0,0,50,50,47.2027972027972,59.0909090909091,50,50,13,10
2012,"Radical","Ancien collaborateur",4,1.93236714975845,25,0,46.5,48,84.7826086956522,100,100,100,25,0,0,0,75,100,48.3695652173913,46.7391304347826,50,50,18,16.5
2012,"Radical","Jamais collaborateur",16,3.84615384615385,25,0,55.6875,57,57.3156590327638,69.6212121212121,0,0,62.5,100,37.5,0,100,100,57.3156590327638,69.6212121212121,62.5,100,18.4375,17
2012,"RPR/UMP/LR","Ancien collaborateur",64,30.9178743961353,12.5,0,52.875,53,80.2748589063296,85.7142857142857,100,100,54.6875,100,3.125,0,96.875,100,65.9495266934853,68.0959302325581,21.875,0,21.953125,22.5
2012,"RPR/UMP/LR","Jamais collaborateur",138,33.1730769230769,13.768115942029,0,56.4275362318841,58,65.2136423801437,65.7518796992481,0,0,86.231884057971,100,9.42028985507246,0,96.3768115942029,100,65.2136423801437,65.7518796992481,17.3913043478261,0,20.7463768115942,23
2012,"Socialiste","Ancien collaborateur",118,57.0048309178744,22.8813559322034,0,50.4830508474576,50,74.2413041164224,79.1288566243194,100,100,44.9152542372881,0,8.47457627118644,0,94.0677966101695,100,53.8937350855602,52.8571428571428,53.3898305084746,100,18.7118644067797,17
2012,"Socialiste","Jamais collaborateur",209,50.2403846153846,43.5406698564593,0,56.0813397129187,57,52.0704487006559,55.8823529411765,0,0,65.5502392344498,100,32.0574162679426,0,91.3875598086124,100,52.0704487006559,55.8823529411765,54.066985645933,100,17.11004784689,17
2012,"Total","Ancien collaborateur",207,100,18.3574879227053,0,50.9468599033816,51,77.7584559563991,83.3333333333333,100,100,45.8937198067633,0,5.79710144927536,0,94.6859903381642,100,58.9332090138111,59.0909090909091,41.0628019323672,0,19.9371980676328,19
2012,"Total","Jamais collaborateur",416,100,31.0096153846154,0,56.1129807692308,57,56.9306420859797,62.1621621621622,0,0,72.3557692307692,100,23.7980769230769,0,91.8269230769231,100,56.9306420859797,62.1621621621622,41.8269230769231,0,18.4278846153846,18
2012,"UDF/MODEM/UDI/NC/Dém","Ancien collaborateur",12,5.79710144927536,0,0,51.9166666666667,51.5,90.7566145771791,94.2307692307693,100,100,33.3333333333333,0,0,0,100,100,77.9393032047602,83.6640211640211,0,0,24.8333333333333,26.5
2012,"UDF/MODEM/UDI/NC/Dém","Jamais collaborateur",20,4.80769230769231,10,0,54.8,54,61.2630991079376,72.5087108013938,0,0,70,100,25,0,85,100,61.2630991079376,72.5087108013938,40,0,18.65,22
2017,"Communiste","Ancien collaborateur",8,5.51724137931035,12.5,0,48.5,48,65.3177340325678,75.3703703703704,100,100,37.5,0,0,0,87.5,100,40.8975633512079,41.421568627451,87.5,100,15.5,15
2017,"Communiste","Jamais collaborateur",8,1.81818181818182,25,0,62.375,62,65.0345274678104,72.5718194254446,0,0,37.5,0,50,50,100,100,65.0345274678104,72.5718194254446,25,0,24.75,27.5
2017,"LC/HOR","Ancien collaborateur",13,8.96551724137931,7.69230769230769,0,52,56,90.6825037707391,94.1176470588235,100,100,23.0769230769231,0,0,0,100,100,71.9568966770105,80,23.0769230769231,0,24.3846153846154,30
2017,"LC/HOR","Jamais collaborateur",22,5,31.8181818181818,0,51.1818181818182,52,60.5033398086545,63.1221719457014,0,0,81.8181818181818,100,13.6363636363636,0,90.9090909090909,100,60.5033398086545,63.1221719457014,40.9090909090909,0,16.6363636363636,13.5
2017,"LFI","Ancien collaborateur",2,1.37931034482759,50,50,55,55,79.1399229781772,79.1399229781772,100,100,0,0,0,0,100,100,70.410783055199,70.410783055199,100,100,25.5,25.5
2017,"LFI","Jamais collaborateur",15,3.40909090909091,40,0,42.2666666666667,41,7.94519859225741,0,0,0,53.3333333333333,100,46.6666666666667,0,26.6666666666667,0,7.94519859225741,0,100,100,2,0
2017,"LREM/RE","Ancien collaborateur",58,40,39.6551724137931,0,43,43,56.2919082215364,59.0322580645161,100,100,48.2758620689655,0,5.17241379310345,0,46.551724137931,0,25.9315741918871,1.85185185185185,77.5862068965517,100,10.3620689655172,7.5
2017,"LREM/RE","Jamais collaborateur",263,59.7727272727273,49.4296577946768,0,46.8555133079848,47,17.2515877265606,0,0,0,82.5095057034221,100,16.3498098859316,0,47.5285171102662,0,17.2515877265606,0,91.6349809885932,100,4.68060836501901,0
2017,"Non-inscrits","Ancien collaborateur",7,4.82758620689655,28.5714285714286,0,50,48,82.2013223092346,82.6086956521739,100,100,14.2857142857143,0,0,0,100,100,69.1456047724276,79.1666666666667,71.4285714285714,100,18.7142857142857,19
2017,"Non-inscrits","Jamais collaborateur",10,2.27272727272727,20,0,54.8,54.5,42.5862736013677,46.8085106382979,0,0,80,100,10,0,90,100,42.5862736013677,46.8085106382979,50,50,13.1,9
2017,"RPR/UMP/LR","Ancien collaborateur",32,22.0689655172414,18.75,0,51.03125,53,85.6158631176677,89.6825396825397,100,100,40.625,0,3.125,0,93.75,100,63.2933790251329,65.8333333333333,34.375,0,21.84375,26.5
2017,"RPR/UMP/LR","Jamais collaborateur",68,15.4545454545455,25,0,54.4852941176471,56,62.896739330808,64.7058823529412,0,0,76.4705882352941,100,16.1764705882353,0,100,100,62.896739330808,64.7058823529412,39.7058823529412,0,18.1617647058824,16
2017,"Socialiste","Ancien collaborateur",16,11.0344827586207,25,0,52.125,52,81.0607617342836,89.2045454545454,100,100,25,0,6.25,0,87.5,100,61.765051807008,64.8529411764706,12.5,0,21.6875,21.5
2017,"Socialiste","Jamais collaborateur",15,3.40909090909091,53.3333333333333,100,58.8,61,59.9194385029507,61.1111111111111,0,0,80,100,13.3333333333333,0,93.3333333333333,100,59.9194385029507,61.1111111111111,20,0,20.4666666666667,22
2017,"Total","Ancien collaborateur",145,100,30.3448275862069,0,47.7241379310345,48,70.7771321170838,80,100,100,37.2413793103448,0,3.44827586206897,0,73.7931034482759,100,46.1051365751273,50,57.9310344827586,100,16.5172413793103,16
2017,"Total","Jamais collaborateur",440,100,41.8181818181818,0,49.5909090909091,50,30.6989533816423,21.4285714285714,0,0,78.8636363636364,100,18.1818181818182,0,64.0909090909091,100,30.6989533816423,21.4285714285714,77.0454545454545,100,8.93409090909091,3.5
2017,"UDF/MODEM/UDI/NC/Dém","Ancien collaborateur",9,6.20689655172414,66.6666666666667,100,48.3333333333333,48,58.4411276903324,68.2926829268293,100,100,22.2222222222222,0,0,0,77.7777777777778,100,31.124842157716,30.4347826086957,100,100,13.8888888888889,13
2017,"UDF/MODEM/UDI/NC/Dém","Jamais collaborateur",39,8.86363636363636,30.7692307692308,0,53.9230769230769,57,35.4667754430029,31.4285714285714,0,0,74.3589743589744,100,23.0769230769231,0,87.1794871794872,100,35.4667754430029,31.4285714285714,94.8717948717949,100,11.1025641025641,9
2022,"Communiste","Ancien collaborateur",9,4.76190476190476,11.1111111111111,0,51.3333333333333,53,72.7428202890777,80,100,100,22.2222222222222,0,0,0,100,100,53.0536432386727,51.219512195122,11.1111111111111,0,19.7777777777778,15
2022,"Communiste","Jamais collaborateur",13,3.18627450980392,23.0769230769231,0,48,47,42.9815446570766,38.1818181818182,0,0,30.7692307692308,0,61.5384615384615,100,92.3076923076923,100,42.9815446570766,38.1818181818182,76.9230769230769,100,12.3076923076923,8
2022,"Écologiste","Ancien collaborateur",11,5.82010582010582,63.6363636363636,100,38.5454545454545,39,75.8875175860822,71.4285714285714,100,100,18.1818181818182,0,0,0,36.3636363636364,0,22.7635243544334,14.2857142857143,81.8181818181818,100,10.1818181818182,9
2022,"Écologiste","Jamais collaborateur",12,2.94117647058824,50,50,48.3333333333333,49,38.7882688483741,37.1052631578948,0,0,75,100,16.6666666666667,0,91.6666666666667,100,38.7882688483741,37.1052631578948,83.3333333333333,100,9.58333333333333,9.5
2022,"LC/HOR","Ancien collaborateur",7,3.7037037037037,28.5714285714286,0,50.7142857142857,55,75.7525404702824,96.7741935483871,100,100,42.8571428571429,0,0,0,71.4285714285714,100,54.4303389263067,61.5384615384615,42.8571428571429,0,21.2857142857143,27
2022,"LC/HOR","Jamais collaborateur",24,5.88235294117647,37.5,0,49.4583333333333,50.5,51.4814411724075,46.8652037617555,0,0,79.1666666666667,100,20.8333333333333,0,87.5,100,51.4814411724075,46.8652037617555,50,50,12.9583333333333,12.5
2022,"LFI","Ancien collaborateur",16,8.46560846560847,37.5,0,39,36.5,59.2697031828466,70.4166666666667,100,100,37.5,0,12.5,0,43.75,0,22.2115081099456,2.77777777777778,87.5,100,7.5625,5
2022,"LFI","Jamais collaborateur",59,14.4607843137255,44.0677966101695,0,44.3050847457627,45,20.5284099845894,8.33333333333333,0,0,47.4576271186441,0,49.1525423728814,0,38.9830508474576,0,20.5284099845894,8.33333333333333,79.6610169491525,100,4.38983050847458,2
2022,"LIOT","Ancien collaborateur",5,2.64550264550265,0,0,60.4,64,83.8675213675214,92.3076923076923,100,100,40,0,0,0,100,100,76.1752136752137,82.2222222222222,20,0,28.8,36
2022,"LIOT","Jamais collaborateur",15,3.67647058823529,20,0,55.9333333333333,55,45.6446153674396,38.0952380952381,0,0,86.6666666666667,100,6.66666666666667,0,93.3333333333333,100,45.6446153674396,38.0952380952381,26.6666666666667,0,15.2666666666667,14
2022,"LREM/RE","Ancien collaborateur",56,29.6296296296296,32.1428571428571,0,44.5535714285714,44,68.3253145431837,75.5,100,100,39.2857142857143,0,5.35714285714286,0,55.3571428571429,100,41.0204489944852,36.6666666666667,46.4285714285714,0,12.1428571428571,9
2022,"LREM/RE","Jamais collaborateur",130,31.8627450980392,46.1538461538462,0,50.8538461538462,52,38.4214558439473,33.3333333333333,0,0,84.6153846153846,100,12.3076923076923,0,60,100,38.4214558439473,33.3333333333333,26.9230769230769,0,9.45384615384615,6
2022,"Non-inscrits","Ancien collaborateur",3,1.58730158730159,33.3333333333333,0,60.3333333333333,61,92.5381263616558,97.0588235294118,100,100,33.3333333333333,0,0,0,100,100,87.9084967320262,91.6666666666667,0,0,32.6666666666667,33
2022,"Non-inscrits","Jamais collaborateur",1,0.245098039215686,100,100,54,54,17.2413793103448,17.2413793103448,0,0,100,100,0,0,0,0,17.2413793103448,17.2413793103448,0,0,5,5
2022,"RN","Ancien collaborateur",32,16.9312169312169,15.625,0,40.5625,36,68.8259368421137,77.0833333333333,100,100,25,0,9.375,0,78.125,100,43.0937172546313,45.5882352941177,87.5,100,8.8125,7
2022,"RN","Jamais collaborateur",57,13.9705882352941,49.1228070175439,0,49.2982456140351,49,24.9427821948829,13.3928571428571,0,0,57.8947368421053,100,36.8421052631579,0,80.7017543859649,100,24.9427821948829,13.3928571428571,98.2456140350877,100,5.21052631578947,2
2022,"RPR/UMP/LR","Ancien collaborateur",25,13.2275132275132,24,0,46.92,50,85.0751901509295,92.5925925925926,100,100,24,0,0,0,84,100,61.1767429512225,60,16,0,18.36,18
2022,"RPR/UMP/LR","Jamais collaborateur",37,9.06862745098039,32.4324324324324,0,54.1081081081081,58,68.6223437807439,71.4285714285714,0,0,75.6756756756757,100,21.6216216216216,0,97.2972972972973,100,68.6223437807439,71.4285714285714,29.7297297297297,0,19.3783783783784,20
2022,"Socialiste","Ancien collaborateur",12,6.34920634920635,16.6666666666667,0,51.25,55,61.0174032178063,67.6609848484848,100,100,58.3333333333333,100,0,0,83.3333333333333,100,47.0103052871223,45.350052246604,33.3333333333333,0,17.5,22
2022,"Socialiste","Jamais collaborateur",19,4.65686274509804,47.3684210526316,0,56.0526315789474,58,54.2238062051791,50,0,0,68.4210526315789,100,26.3157894736842,0,100,100,54.2238062051791,50,47.3684210526316,0,17.1578947368421,15
2022,"Total","Ancien collaborateur",189,100,30.6878306878307,0,45.2539682539683,45,69.896738226194,79.1666666666667,100,100,35.4497354497354,0,4.76190476190476,0,68.7830687830688,100,43.9351234212993,47.0588235294118,51.3227513227513,100,13.7142857142857,10
2022,"Total","Jamais collaborateur",408,100,41.1764705882353,0,50.6666666666667,51,39.0271333476492,35.4497354497355,0,0,71.3235294117647,100,25,0,72.5490196078431,100,39.0271333476492,35.4497354497355,50,50,10.2843137254902,8
2022,"UDF/MODEM/UDI/NC/Dém","Ancien collaborateur",13,6.87830687830688,76.9230769230769,100,48,49,50.5972494468565,58.3333333333333,100,100,61.5384615384615,100,7.69230769230769,0,76.9230769230769,100,32.7055673613783,26.3157894736842,53.8461538461538,100,12.2307692307692,14
2022,"UDF/MODEM/UDI/NC/Dém","Jamais collaborateur",41,10.0490196078431,26.8292682926829,0,55.7560975609756,55,41.8847668997815,38.4615384615385,0,0,80.4878048780488,100,17.0731707317073,0,87.8048780487805,100,41.8847668997815,38.4615384615385,24.390243902439,0,13.3658536585366,8
2024,"Communiste","Ancien collaborateur",4,2.08333333333333,25,0,53,53.5,90.8795892666861,91.2186379928316,100,100,0,0,0,0,100,100,74.1472551956423,76.2859633827376,25,0,25.25,27.5
2024,"Communiste","Jamais collaborateur",14,3.63636363636364,28.5714285714286,0,49.2857142857143,47,48.6439862964897,41.6216216216216,0,0,42.8571428571429,0,50,50,92.8571428571429,100,48.6439862964897,41.6216216216216,7.14285714285714,0,12.5,7
2024,"Écologiste","Ancien collaborateur",16,8.33333333333333,62.5,100,43.1875,42.5,73.8669391551935,71.9551282051282,100,100,37.5,0,0,0,50,50,40.9981776567096,43.75,18.75,0,13.0625,11.5
2024,"Écologiste","Jamais collaborateur",22,5.71428571428571,36.3636363636364,0,51.2727272727273,50.5,36.9803500260995,40.3716216216216,0,0,86.3636363636364,100,13.6363636363636,0,77.2727272727273,100,36.9803500260995,40.3716216216216,40.9090909090909,0,10.3181818181818,9
2024,"LC/HOR","Ancien collaborateur",7,3.64583333333333,28.5714285714286,0,51.2857142857143,56,78.7321849560939,96.969696969697,100,100,42.8571428571429,0,0,0,71.4285714285714,100,62.3341708510687,79.3103448275862,0,0,21.8571428571429,27
2024,"LC/HOR","Jamais collaborateur",23,5.97402597402597,39.1304347826087,0,50.8260869565217,54,52.7984370244114,46.6666666666667,0,0,91.304347826087,100,8.69565217391304,0,78.2608695652174,100,52.7984370244114,46.6666666666667,8.69565217391304,0,12.9565217391304,10
2024,"LFI","Ancien collaborateur",20,10.4166666666667,35,0,37.35,36,56.368683561021,59.9358974358974,100,100,30,0,15,0,30,0,24.8569791921185,22.5,25,0,6.75,5
2024,"LFI","Jamais collaborateur",52,13.5064935064935,40.3846153846154,0,44.5384615384615,44,26.1246914727135,20.7142857142857,0,0,50,50,42.3076923076923,0,32.6923076923077,0,26.1246914727135,20.7142857142857,17.3076923076923,0,4.86538461538461,2
2024,"LIOT","Ancien collaborateur",6,3.125,16.6666666666667,0,57,62,86.9859060501327,86.6113129216399,100,100,16.6666666666667,0,0,0,100,100,66.4883976099375,68.9493433395873,50,50,27.6666666666667,31.5
2024,"LIOT","Jamais collaborateur",17,4.41558441558442,23.5294117647059,0,57.1176470588235,59,48.3011772556226,43.4782608695652,0,0,88.2352941176471,100,11.7647058823529,0,94.1176470588235,100,48.3011772556226,43.4782608695652,17.6470588235294,0,15.8823529411765,16
2024,"LREM/RE","Ancien collaborateur",34,17.7083333333333,32.3529411764706,0,42.8529411764706,40,73.4930797145658,83.2417582417582,100,100,44.1176470588235,0,2.94117647058824,0,52.9411764705882,100,46.8179037553341,41.4529914529915,17.6470588235294,0,12.3823529411765,10
2024,"LREM/RE","Jamais collaborateur",63,16.3636363636364,44.4444444444444,0,53.7142857142857,55,40.2612564397085,33.3333333333333,0,0,79.3650793650794,100,15.8730158730159,0,61.9047619047619,100,40.2612564397085,33.3333333333333,1.58730158730159,0,10.952380952381,10
2024,"Non-inscrits","Ancien collaborateur",3,1.5625,33.3333333333333,0,44.3333333333333,38,99.0740740740741,100,100,100,0,0,0,0,100,100,99.0740740740741,100,0,0,19,13
2024,"Non-inscrits","Jamais collaborateur",6,1.55844155844156,50,50,59,61,53.330084947732,60.3896103896104,0,0,100,100,0,0,66.6666666666667,100,53.330084947732,60.3896103896104,0,0,15.8333333333333,12
2024,"RN","Ancien collaborateur",42,21.875,16.6666666666667,0,40.9523809523809,37,70.2684745683466,77.7472527472528,100,100,26.1904761904762,0,7.14285714285714,0,71.4285714285714,100,49.0791746989971,53.6842105263158,28.5714285714286,0,9.07142857142857,8.5
2024,"RN","Jamais collaborateur",82,21.2987012987013,39.0243902439024,0,50.5,52,25.7861384092075,14.8148148148148,0,0,56.0975609756098,100,36.5853658536585,0,67.0731707317073,100,25.7861384092075,14.8148148148148,40.2439024390244,0,5.73170731707317,4
