"legis.annee","tendance.pol","ProfSigni","effectifs","pourcentages","mean_part.femmes","median_part.femmes","mean_age","median_age","mean_part.pol","median_part.pol","mean_part.cabcollab","median_part.cabcollab","mean_part.pcs.123","median_part.pcs.123","mean_part.pcs.456","median_part.pcs.456","mean_part.elu.local","median_part.elu.local","mean_part.mandat","median_part.mandat","mean_part.primos","median_part.primos","mean_duree.pol","median_duree.pol"
2007,"COM/LFI","profinter",12,15,25,0,58.3333333333333,59,75.3921769620892,77.5240384615385,0,0,0,0,100,100,100,100,75.3921769620892,77.5240384615385,41.6666666666667,0,25.25,24.5
2007,"COM/LFI","proflib",1,1.06382978723404,100,100,60,60,100,100,0,0,100,100,0,0,100,100,100,100,0,0,35,35
2007,"Droite","agri",13,72.2222222222222,0,0,54.3076923076923,55,64.761175852533,68.5714285714286,0,0,100,100,0,0,92.3076923076923,100,64.761175852533,68.5714285714286,38.4615384615385,0,18.3846153846154,21
2007,"Droite","artisancommercantpdg",33,89.1891891891892,3.03030303030303,0,55.5454545454545,56,64.7174010367452,66.6666666666667,9.09090909090909,0,100,100,0,0,100,100,63.3602396795838,66.6666666666667,18.1818181818182,0,19.8787878787879,19
2007,"Droite","cadsupprive",74,74,17.5675675675676,0,54.7837837837838,55,64.5708394726803,67.948717948718,14.8648648648649,0,100,100,0,0,97.2972972972973,100,63.3213596947322,66.6666666666667,22.972972972973,0,19.3378378378378,19
2007,"Droite","cadsuppub",91,46.4285714285714,14.2857142857143,0,56.2197802197802,58,60.4999887289366,60,35.1648351648352,0,100,100,0,0,93.4065934065934,100,57.2955027825007,56.25,21.978021978022,0,18.956043956044,18
2007,"Droite","collab",50,54.3478260869565,12,0,49.82,49,81.5588330813678,87.6518218623482,94,100,0,0,0,0,98,100,62.9865255332518,64.1876430205949,30,0,20.4,20
2007,"Droite","employe",3,37.5,66.6666666666667,100,50.3333333333333,51,71.7948717948718,69.2307692307692,0,0,0,0,100,100,100,100,71.7948717948718,69.2307692307692,33.3333333333333,0,18,18
2007,"Droite","NA",8,88.8888888888889,50,50,48.875,50.5,69.4548611111111,81.9444444444445,25,0,0,0,0,0,87.5,100,65.6087072649573,81.9444444444445,50,50,17.375,18
2007,"Droite","ouvrier",1,20,0,0,67,67,100,100,0,0,0,0,100,100,100,100,100,100,0,0,42,42
2007,"Droite","profinter",29,36.25,31.0344827586207,0,51.6896551724138,53,65.0338090996189,70.5882352941177,17.2413793103448,0,0,0,100,100,93.1034482758621,100,64.4590964559408,70.5882352941177,20.6896551724138,0,18.0344827586207,18
2007,"Droite","proflib",67,71.2765957446808,14.9253731343284,0,58.044776119403,59,62.7504209350802,66.6666666666667,5.97014925373134,0,100,100,0,0,98.5074626865672,100,61.8774513179705,66.6666666666667,20.8955223880597,0,20.6865671641791,22
2007,"ECO/SOC/RAD","agri",5,27.7777777777778,40,0,56.6,59,52.1218487394958,60,0,0,100,100,0,0,100,100,52.1218487394958,60,60,100,16.8,18
2007,"ECO/SOC/RAD","artisancommercantpdg",3,8.10810810810811,66.6666666666667,100,51.6666666666667,51,67.5824175824176,64.2857142857143,0,0,100,100,0,0,100,100,67.5824175824176,64.2857142857143,100,100,18,18
2007,"ECO/SOC/RAD","cadsupprive",17,17,23.5294117647059,0,55,56,72.5179607984023,78.9473684210526,23.5294117647059,0,100,100,0,0,100,100,67.8356668281826,72.972972972973,23.5294117647059,0,21.2352941176471,24
2007,"ECO/SOC/RAD","cadsuppub",88,44.8979591836735,22.7272727272727,0,56.0568181818182,57.5,68.1620748984362,70.5882352941177,32.9545454545455,0,100,100,0,0,96.5909090909091,100,64.4016940003628,67.6190476190476,35.2272727272727,0,21.0113636363636,24
2007,"ECO/SOC/RAD","collab",35,38.0434782608696,20,0,49.8285714285714,53,86.940445539488,90,91.4285714285714,100,0,0,0,0,88.5714285714286,100,60.6634932303188,69.2307692307692,31.4285714285714,0,21.4285714285714,23
2007,"ECO/SOC/RAD","employe",2,25,100,100,57.5,57.5,54.6489563567362,54.6489563567362,0,0,0,0,100,100,100,100,54.6489563567362,54.6489563567362,0,0,18,18
2007,"ECO/SOC/RAD","ouvrier",2,40,0,0,58.5,58.5,59.6774193548387,59.6774193548387,0,0,0,0,100,100,100,100,59.6774193548387,59.6774193548387,50,50,21,21
