"legis.annee","primodep","ProfSigni","effectifs","pourcentages","mean_part.femmes","median_part.femmes","mean_age","median_age","mean_part.pol","median_part.pol","mean_part.cabcollab","median_part.cabcollab","mean_part.pcs.123","median_part.pcs.123","mean_part.pcs.456","median_part.pcs.456","mean_part.elu.local","median_part.elu.local","mean_part.mandat","median_part.mandat","mean_part.primos","median_part.primos","mean_duree.pol","median_duree.pol"
2022,"Ancien député","profinter",31,40.7894736842105,54.8387096774194,100,54.4838709677419,54,47.5897536377917,38.0952380952381,6.45161290322581,0,0,0,100,100,70.9677419354839,100,46.2854058117048,36.3636363636364,0,0,13.9677419354839,8
2022,"Ancien député","proflib",31,51.6666666666667,35.4838709677419,0,55.1935483870968,55,48.6723277367019,50,9.67741935483871,0,100,100,0,0,74.1935483870968,100,47.6577595785333,48.3870967741935,0,0,15.0967741935484,14
2022,"Primo-député","agri",3,27.2727272727273,0,0,49,54,30.3454455567915,25.8064516129032,0,0,100,100,0,0,100,100,30.3454455567915,25.8064516129032,100,100,5.66666666666667,7
2022,"Primo-député","artisancommercantpdg",17,32.6923076923077,35.2941176470588,0,50.4117647058824,45,37.9950847652626,35,17.6470588235294,0,100,100,0,0,88.2352941176471,100,36.8279512451879,32,100,100,8.11764705882353,7
2022,"Primo-député","cadsupprive",46,39.6551724137931,39.1304347826087,0,46.5869565217391,47,35.0902981288198,30.6149732620321,26.0869565217391,0,100,100,0,0,71.7391304347826,100,29.2758180117501,17.1428571428571,100,100,6.84782608695652,5.5
2022,"Primo-député","cadsuppub",66,55.4621848739496,40.9090909090909,0,45.4848484848485,45,31.863552792906,24.5,31.8181818181818,0,100,100,0,0,62.1212121212121,100,28.3973233882091,16.2280701754386,100,100,6.78787878787879,4
2022,"Primo-député","collab",57,48.7179487179487,26.3157894736842,0,38.3684210526316,35,81.1175402597919,88.8888888888889,91.2280701754386,100,0,0,0,0,70.1754385964912,100,37.9717103606947,28.5714285714286,100,100,10.280701754386,8
2022,"Primo-député","employe",23,85.1851851851852,47.8260869565217,0,44.1739130434783,45,20.9965972090627,13.9423076923077,21.7391304347826,0,0,0,100,100,43.4782608695652,0,18.610436133062,0,100,100,4.52173913043478,1
2022,"Primo-député","NA",7,63.6363636363636,57.1428571428571,100,41.7142857142857,46,49.8272347535505,55.2631578947368,0,0,0,0,0,0,71.4285714285714,100,49.8272347535505,55.2631578947368,100,100,8.42857142857143,7
2022,"Primo-député","ouvrier",8,100,37.5,0,40.75,44,7.52935715989903,7.40740740740741,0,0,0,0,100,100,75,100,7.52935715989903,7.40740740740741,100,100,1.5,1.5
