"legis.annee","groupe.pol","genre","effectifs","pourcentages","mean_part.femmes","median_part.femmes","mean_age","median_age","mean_part.pol","median_part.pol","mean_part.cabcollab","median_part.cabcollab","mean_part.pcs.123","median_part.pcs.123","mean_part.pcs.456","median_part.pcs.456","mean_part.elu.local","median_part.elu.local","mean_part.mandat","median_part.mandat","mean_part.primos","median_part.primos","mean_duree.pol","median_duree.pol"
2024,"RPR/UMP/LR","Femmes",14,6.82926829268293,100,100,54.5,55.5,70.5600579473643,69.576379974326,42.8571428571429,0,50,50,14.2857142857143,0,92.8571428571429,100,56.3360402418101,56.3157894736842,0,0,20.2142857142857,17
2024,"RPR/UMP/LR","Hommes",34,9.13978494623656,0,0,51.8235294117647,54,82.2682857298487,89.5945945945946,41.1764705882353,0,67.6470588235294,100,5.88235294117647,0,97.0588235294118,100,75.3325824922517,74.2710795902286,17.6470588235294,0,21.6764705882353,21.5
2024,"Socialiste","Femmes",25,12.1951219512195,100,100,53.92,53,55.4251125792254,58.8235294117647,32,0,84,100,8,0,88,100,50.0632769556838,53.3333333333333,48,0,16.44,16
2024,"Socialiste","Hommes",40,10.752688172043,0,0,53.675,55,58.8760386081717,57.5825825825826,52.5,100,57.5,100,17.5,0,87.5,100,48.3919043971291,48.6842105263158,50,50,16.85,16
2024,"Total","Femmes",205,100,100,100,51.1365853658537,52,45.8288026474036,42.4812030075188,28.2926829268293,0,60,100,20,0,65.8536585365854,100,38.6366295440307,35.8058608058608,20,0,11.419512195122,9
2024,"Total","Hommes",372,100,0,0,48.8037634408602,50,53.1197453002123,52.9411764705882,36.0215053763441,0,59.4086021505376,100,16.9354838709677,0,72.0430107526882,100,45.3375123804065,43.75,26.6129032258065,0,12.1935483870968,10
2024,"UDF/MODEM/UDI/NC/Dém","Femmes",12,5.85365853658537,100,100,53,51.5,45.9618460781251,48.2558139534883,25,0,66.6666666666667,100,25,0,75,100,45.3445621275079,48.2558139534883,0,0,13.0833333333333,10
2024,"UDF/MODEM/UDI/NC/Dém","Hommes",24,6.45161290322581,0,0,56.9583333333333,56.5,51.4167672075414,50.8064516129032,12.5,0,83.3333333333333,100,8.33333333333333,0,95.8333333333333,100,49.9825192659405,50.7575757575758,0,0,16.3333333333333,15
2024,"UDR","Femmes",5,2.4390243902439,100,100,51.6,55,40.9632034632034,41.6666666666667,20,0,60,100,20,0,80,100,40.9632034632034,41.6666666666667,60,100,9.4,10
2024,"UDR","Hommes",12,3.2258064516129,0,0,45.25,40.5,19.5870229812355,3.33333333333333,33.3333333333333,0,66.6666666666667,100,16.6666666666667,0,41.6666666666667,0,13.1095825426945,0,91.6666666666667,100,6.25,0.5
