"legis.annee","groupe.pol","genre","effectifs","pourcentages","mean_part.femmes","median_part.femmes","mean_age","median_age","mean_part.pol","median_part.pol","mean_part.cabcollab","median_part.cabcollab","mean_part.pcs.123","median_part.pcs.123","mean_part.pcs.456","median_part.pcs.456","mean_part.elu.local","median_part.elu.local","mean_part.mandat","median_part.mandat","mean_part.primos","median_part.primos","mean_duree.pol","median_duree.pol"
2024,"LFI","Femmes",28,13.6585365853659,100,100,42.4285714285714,43,35.8226374985709,29.8245614035087,25,0,46.4285714285714,0,39.2857142857143,0,32.1428571428571,0,27.7969930302572,18.8034188034188,21.4285714285714,0,5.39285714285714,2.5
2024,"LFI","Hommes",44,11.8279569892473,0,0,42.6136363636364,40,34.0612951165741,22.7777777777778,29.5454545454545,0,43.1818181818182,0,31.8181818181818,0,31.8181818181818,0,24.4061512531153,20.7142857142857,18.1818181818182,0,5.38636363636364,3
2024,"LIOT","Femmes",5,2.4390243902439,100,100,52.2,52,52.528016738543,42.1052631578947,20,0,40,0,40,0,80,100,47.9126321231584,42.1052631578947,40,0,13.6,13
2024,"LIOT","Hommes",18,4.83870967741935,0,0,58.4444444444444,59.5,60.0219647752036,56.8518518518518,27.7777777777778,0,77.7777777777778,100,0,0,100,100,54.4715132438565,47.0588235294118,22.2222222222222,0,20.4444444444444,16.5
2024,"LREM/RE","Femmes",39,19.0243902439024,100,100,53.1794871794872,53,41.4915126643283,31.8181818181818,28.2051282051282,0,69.2307692307692,100,10.2564102564103,0,48.7179487179487,0,35.3169399985276,30.4347826086957,7.69230769230769,0,10.6923076923077,8
2024,"LREM/RE","Hommes",58,15.5913978494624,0,0,47.7068965517241,49,58.9147391739323,55.5555555555556,39.6551724137931,0,65.5172413793103,100,12.0689655172414,0,65.5172413793103,100,47.4294348869038,46.0606060606061,6.89655172413793,0,11.9655172413793,10
2024,"Non-inscrits","Femmes",4,1.95121951219512,100,100,58.5,57,65.252109002109,72.8021978021978,25,0,75,100,0,0,100,100,65.252109002109,72.8021978021978,0,0,20.5,19.5
2024,"Non-inscrits","Hommes",5,1.34408602150538,0,0,50.6,38,71.2388591800356,88.6363636363636,40,0,60,100,0,0,60,100,71.2388591800356,88.6363636363636,0,0,14,9
2024,"RN","Femmes",39,19.0243902439024,100,100,53.4615384615385,56,29.7535979448109,14.7058823529412,17.9487179487179,0,46.1538461538462,0,33.3333333333333,0,69.2307692307692,100,24.4876140535399,12.9032258064516,25.6410256410256,0,7.69230769230769,4
2024,"RN","Hommes",85,22.8494623655914,0,0,44.4235294117647,41,45.597876512586,37.9807692307693,41.1764705882353,0,45.8823529411765,0,23.5294117647059,0,68.2352941176471,100,37.76618598802,32.0512820512821,41.1764705882353,0,6.48235294117647,4
