"legis.annee","ProfSigni","genre","effectifs","pourcentages","mean_part.femmes","median_part.femmes","mean_age","median_age","mean_part.pol","median_part.pol","mean_part.cabcollab","median_part.cabcollab","mean_part.pcs.123","median_part.pcs.123","mean_part.pcs.456","median_part.pcs.456","mean_part.elu.local","median_part.elu.local","mean_part.mandat","median_part.mandat","mean_part.primos","median_part.primos","mean_duree.pol","median_duree.pol"
2024,"agri","Hommes",8,2.1505376344086,0,0,59.25,59,45.178093822247,48.0113636363637,0,0,100,100,0,0,87.5,100,45.178093822247,48.0113636363637,25,0,15.625,15
2024,"artisancommercantpdg","Femmes",15,7.31707317073171,100,100,55,55,34.4325056895583,31.8181818181818,13.3333333333333,0,100,100,0,0,73.3333333333333,100,34.099172356225,31.8181818181818,6.66666666666667,0,9.73333333333333,9
2024,"artisancommercantpdg","Hommes",39,10.4838709677419,0,0,53.6153846153846,55,39.6187921666702,38.4615384615385,15.3846153846154,0,100,100,0,0,79.4871794871795,100,38.3091577967642,37.5,35.8974358974359,0,11.3846153846154,9
2024,"cadsupprive","Femmes",32,15.609756097561,100,100,47.5,46,43.6359573075301,41.4285714285714,28.125,0,100,100,0,0,59.375,100,39.941736563677,34.1666666666667,18.75,0,9,7.5
2024,"cadsupprive","Hommes",73,19.6236559139785,0,0,50.7123287671233,52,46.6602359234493,47.0588235294118,23.2876712328767,0,100,100,0,0,65.7534246575343,100,42.6152976603125,43.3333333333333,27.3972602739726,0,11.7945205479452,10
2024,"cadsuppub","Femmes",43,20.9756097560976,100,100,50.7674418604651,52,44.9432821522255,44.7368421052632,23.2558139534884,0,100,100,0,0,69.7674418604651,100,42.6023523082357,40,32.5581395348837,0,12.0232558139535,10
2024,"cadsuppub","Hommes",77,20.6989247311828,0,0,50.4285714285714,51,44.8830942230883,42.3076923076923,29.8701298701299,0,100,100,0,0,64.9350649350649,100,42.1511805276629,38.4615384615385,23.3766233766234,0,11.7402597402597,9
2024,"collab","Femmes",32,15.609756097561,100,100,44.5,41.5,81.4586838424159,87.5,93.75,100,0,0,0,0,56.25,100,44.1852247076265,50,21.875,0,16.375,13.5
2024,"collab","Hommes",83,22.3118279569892,0,0,42.3734939759036,39,86.4264953270281,90.9090909090909,96.3855421686747,100,0,0,0,0,79.5180722891566,100,58.9153141487236,62.5,27.710843373494,0,14.7951807228916,12
2024,"employe","Femmes",9,4.39024390243902,100,100,53,52,13.2054559988655,9.09090909090909,22.2222222222222,0,0,0,100,100,22.2222222222222,0,11.4510700339533,9.09090909090909,22.2222222222222,0,3.77777777777778,2
2024,"employe","Hommes",14,3.76344086021505,0,0,40.0714285714286,37.5,33.9983201753388,26.7857142857143,21.4285714285714,0,0,0,100,100,42.8571428571429,0,32.9779120120735,23.6111111111111,14.2857142857143,0,6.07142857142857,2.5
2024,"NA","Femmes",9,4.39024390243902,100,100,51.1111111111111,52,54.1027488576966,53.3333333333333,22.2222222222222,0,0,0,0,0,100,100,53.6753984303462,53.3333333333333,33.3333333333333,0,14.1111111111111,10
2024,"NA","Hommes",5,1.34408602150538,0,0,39.2,25,78.75,78.75,0,0,0,0,0,0,40,0,78.75,78.75,40,0,11.2,0
2024,"ouvrier","Femmes",3,1.46341463414634,100,100,47,54,18.9346187121493,13.7931034482759,0,0,0,0,100,100,66.6666666666667,100,18.9346187121493,13.7931034482759,0,0,3,3
2024,"ouvrier","Hommes",5,1.34408602150538,0,0,42.4,41,23.3799533799534,25,20,0,0,0,100,100,80,100,21.5617715617716,25,20,0,3.8,4
2024,"profinter","Femmes",29,14.1463414634146,100,100,54.7241379310345,55,36.2277066624014,35.7142857142857,0,0,0,0,100,100,75.8620689655172,100,36.2277066624014,35.7142857142857,10.3448275862069,0,11.1724137931034,10
2024,"profinter","Hommes",44,11.8279569892473,0,0,49.8181818181818,49,39.5884714982821,41.3461538461539,4.54545454545455,0,0,0,100,100,75,100,39.1149866497972,41.3461538461539,34.0909090909091,0,10.0454545454545,8.5
2024,"proflib","Femmes",29,14.1463414634146,100,100,57,56,38.0356764434454,36.3636363636364,6.89655172413793,0,100,100,0,0,72.4137931034483,100,36.2779514098583,31.8181818181818,10.3448275862069,0,11.6206896551724,9
2024,"proflib","Hommes",24,6.45161290322581,0,0,55.2916666666667,55,51.3907619059162,54.0476190476191,8.33333333333333,0,100,100,0,0,87.5,100,50.2761676878737,52.9824561403508,8.33333333333333,0,15.5,10
2024,"Total","Femmes",205,100,100,100,51.1365853658537,52,45.8288026474036,42.4812030075188,28.2926829268293,0,60,100,20,0,65.8536585365854,100,38.6366295440307,35.8058608058608,20,0,11.419512195122,9
2024,"Total","Hommes",372,100,0,0,48.8037634408602,50,53.1197453002123,52.9411764705882,36.0215053763441,0,59.4086021505376,100,16.9354838709677,0,72.0430107526882,100,45.3375123804065,43.75,26.6129032258065,0,12.1935483870968,10
