"legis.annee","ProfSigni","groupe.pol","effectifs","pourcentages","mean_part.femmes","median_part.femmes","mean_age","median_age","mean_part.pol","median_part.pol","mean_part.cabcollab","median_part.cabcollab","mean_part.pcs.123","median_part.pcs.123","mean_part.pcs.456","median_part.pcs.456","mean_part.elu.local","median_part.elu.local","mean_part.mandat","median_part.mandat","mean_part.primos","median_part.primos","mean_duree.pol","median_duree.pol"
1978,"employe","Socialiste",3,2.47933884297521,0,0,53.6666666666667,56,45.3684308523018,35.7142857142857,0,0,0,0,100,100,66.6666666666667,100,45.3684308523018,35.7142857142857,33.3333333333333,0,12.6666666666667,5
1978,"employe","UDF/MODEM/UDI/NC/Dém",3,2.15827338129496,0,0,57.6666666666667,58,34.622082897945,39.3939393939394,0,0,0,0,100,100,100,100,34.622082897945,39.3939393939394,33.3333333333333,0,11.3333333333333,13
1978,"NA","Communiste",2,2.27272727272727,50,50,41.5,41.5,1.78571428571428,1.78571428571428,0,0,0,0,0,0,50,50,1.78571428571428,1.78571428571428,100,100,0.5,0.5
1978,"NA","Non-inscrits",1,7.14285714285714,0,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0
1978,"NA","RPR/UMP/LR",1,0.574712643678161,100,100,65,65,93.9393939393939,93.9393939393939,0,0,0,0,0,0,100,100,93.9393939393939,93.9393939393939,0,0,31,31
1978,"profinter","Communiste",22,25,9.09090909090909,0,47.9090909090909,46,48.3837886321703,46.2121212121212,9.09090909090909,0,0,0,100,100,90.9090909090909,100,46.947346286637,46.2121212121212,50,50,12.4090909090909,11
1978,"profinter","Non-inscrits",3,21.4285714285714,33.3333333333333,0,54,55,29.1919191919192,24.2424242424242,0,0,0,0,100,100,66.6666666666667,100,29.1919191919192,24.2424242424242,66.6666666666667,100,9,8
1978,"profinter","RPR/UMP/LR",13,7.47126436781609,0,0,51.6153846153846,51,48.2885148193435,50,7.69230769230769,0,0,0,100,100,92.3076923076923,100,47.6474891783179,50,38.4615384615385,0,12,11
1978,"profinter","Socialiste",29,23.9669421487603,3.44827586206897,0,50,54,49.6901157681391,40.625,0,0,0,0,100,100,89.6551724137931,100,49.6901157681391,40.625,37.9310344827586,0,12.3793103448276,9
1978,"profinter","UDF/MODEM/UDI/NC/Dém",10,7.19424460431655,10,0,52.7,55,36.8667557932264,31.5151515151515,20,0,0,0,100,100,90,100,34.042513368984,25,60,100,8.9,7.5
1978,"proflib","Communiste",2,2.27272727272727,50,50,39.5,39.5,65.2173913043478,65.2173913043478,0,0,100,100,0,0,50,50,65.2173913043478,65.2173913043478,50,50,6.5,6.5
1978,"proflib","Non-inscrits",3,21.4285714285714,0,0,61,63,40.5844155844156,42.4242424242424,0,0,100,100,0,0,100,100,40.5844155844156,42.4242424242424,33.3333333333333,0,13.3333333333333,14
1978,"proflib","RPR/UMP/LR",41,23.5632183908046,0,0,56.9268292682927,57,54.017447468513,55.1724137931034,2.4390243902439,0,100,100,0,0,75.609756097561,100,53.7957179784909,55.1724137931034,12.1951219512195,0,16.5121951219512,16
1978,"proflib","Socialiste",22,18.1818181818182,4.54545454545455,0,50.8636363636364,50.5,41.4114120093304,36.1111111111111,0,0,100,100,0,0,77.2727272727273,100,41.4114120093304,36.1111111111111,45.4545454545455,0,10.3181818181818,7
1978,"proflib","UDF/MODEM/UDI/NC/Dém",35,25.1798561151079,0,0,52.4,54,51.6066356509439,57.5757575757576,2.85714285714286,0,100,100,0,0,88.5714285714286,100,51.1984723856377,57.5757575757576,34.2857142857143,0,14.5428571428571,15
1978,"Total","Communiste",88,100,14.7727272727273,0,51.0227272727273,52,43.8658276349128,41.8859649122807,2.27272727272727,0,21.5909090909091,0,76.1363636363636,100,78.4090909090909,100,43.5067170485294,41.8859649122807,37.5,0,12,8.5
1978,"Total","Non-inscrits",14,100,7.14285714285714,0,53.7857142857143,54,37.0253389723436,35.5734767025089,7.14285714285714,0,71.4285714285714,100,21.4285714285714,0,78.5714285714286,100,34.984522645813,35.5734767025089,35.7142857142857,0,11,9
1978,"Total","RPR/UMP/LR",174,100,1.72413793103448,0,53.8390804597701,55,52.5086749691722,56.3492063492063,21.8390804597701,0,87.9310344827586,100,9.19540229885057,0,78.7356321839081,100,49.4842882523245,51.6129032258065,28.735632183908,0,14.3908045977012,13.5
1978,"Total","Socialiste",121,100,1.65289256198347,0,48.0495867768595,47,41.3128622780921,35.7142857142857,5.78512396694215,0,71.0743801652893,100,26.4462809917355,0,85.1239669421488,100,40.5825863889822,35.7142857142857,46.2809917355372,0,9.8099173553719,7
1978,"Total","UDF/MODEM/UDI/NC/Dém",139,100,1.43884892086331,0,50.5107913669065,52,44.1798347076092,41.1764705882353,20.1438848920863,0,88.4892086330935,100,9.35251798561151,0,79.136690647482,100,41.5196766079214,40.625,46.7625899280576,0,11.294964028777,10
1997,"agri","Communiste",3,7.31707317073171,0,0,60.6666666666667,64,75.4124428543033,82.051282051282,0,0,100,100,0,0,100,100,75.4124428543033,82.051282051282,66.6666666666667,100,25.3333333333333,25
1997,"agri","Radical",1,2.7027027027027,0,0,43,43,100,100,0,0,100,100,0,0,100,100,100,100,100,100,18,18
1997,"agri","RPR/UMP/LR",8,5.09554140127389,0,0,56.875,60,52.5994872165246,49.8214285714285,0,0,100,100,0,0,87.5,100,52.5994872165246,49.8214285714285,0,0,17.5,18.5
1997,"agri","Socialiste",3,1.03092783505155,0,0,50.3333333333333,50,73.3333333333333,80,0,0,100,100,0,0,100,100,73.3333333333333,80,66.6666666666667,100,19.6666666666667,20
1997,"agri","UDF/MODEM/UDI/NC/Dém",3,2.4390243902439,0,0,56.6666666666667,57,93.3333333333333,100,0,0,100,100,0,0,100,100,93.3333333333333,100,0,0,29,32
1997,"artisancommercantpdg","Communiste",1,2.4390243902439,0,0,56,56,64.5161290322581,64.5161290322581,0,0,100,100,0,0,100,100,64.5161290322581,64.5161290322581,100,100,20,20
1997,"artisancommercantpdg","Non-inscrits",3,60,0,0,52,51,57.2080546265329,47.8260869565217,0,0,100,100,0,0,100,100,57.2080546265329,47.8260869565217,33.3333333333333,0,15.3333333333333,15
1997,"artisancommercantpdg","Radical",1,2.7027027027027,100,100,49,49,58.3333333333333,58.3333333333333,0,0,100,100,0,0,100,100,58.3333333333333,58.3333333333333,100,100,14,14
1997,"artisancommercantpdg","RPR/UMP/LR",21,13.3757961783439,4.76190476190476,0,52.0476190476191,54,52.6232543769521,47.5,4.76190476190476,0,100,100,0,0,90.4761904761905,100,52.6232543769521,47.5,42.8571428571429,0,14.5238095238095,15
1997,"artisancommercantpdg","Socialiste",3,1.03092783505155,0,0,54.6666666666667,59,62.6877651645454,58.8235294117647,0,0,100,100,0,0,100,100,62.6877651645454,58.8235294117647,66.6666666666667,100,18,20
1997,"artisancommercantpdg","UDF/MODEM/UDI/NC/Dém",9,7.31707317073171,0,0,55.5555555555556,56,63.9142263933435,68.9655172413793,11.1111111111111,0,100,100,0,0,100,100,61.8940243731415,68.9655172413793,0,0,19.1111111111111,15
1997,"cadsupprive","Radical",5,13.5135135135135,0,0,57.4,59,46.7657468392762,43.75,0,0,100,100,0,0,100,100,46.7657468392762,43.75,40,0,15.4,14
1997,"cadsupprive","RPR/UMP/LR",25,15.9235668789809,4,0,53.4,54,62.6656465767937,64.5833333333333,32,0,100,100,0,0,96,100,59.4935012500321,57.1428571428571,16,0,17.08,16
1997,"cadsupprive","Socialiste",35,12.0274914089347,11.4285714285714,0,50.7142857142857,50,60.1239735306152,63.3333333333333,25.7142857142857,0,100,100,0,0,97.1428571428571,100,58.7617403614854,60,54.2857142857143,100,15.0857142857143,14
1997,"cadsupprive","UDF/MODEM/UDI/NC/Dém",33,26.8292682926829,6.06060606060606,0,52.3939393939394,51,58.9983314686195,57.1428571428571,15.1515151515152,0,100,100,0,0,93.9393939393939,100,58.0973683966038,57.1428571428571,15.1515151515152,0,16.1515151515152,16
1997,"cadsuppub","Communiste",8,19.5121951219512,0,0,57.5,58,54.5411494570947,57.5367647058823,0,0,100,100,0,0,100,100,54.5411494570947,57.5367647058823,37.5,0,18.5,19.5
1997,"cadsuppub","Non-inscrits",1,20,0,0,61,61,72.2222222222222,72.2222222222222,0,0,100,100,0,0,100,100,72.2222222222222,72.2222222222222,100,100,26,26
1997,"cadsuppub","Radical",16,43.2432432432432,6.25,0,56,54.5,56.9661497414821,66.6666666666667,6.25,0,100,100,0,0,100,100,56.9661497414821,66.6666666666667,43.75,0,18.25,20
1997,"cadsuppub","RPR/UMP/LR",44,28.0254777070064,6.81818181818182,0,55.6590909090909,54.5,58.2261699763359,59.6296296296296,40.9090909090909,0,100,100,0,0,100,100,53.8194385154154,53.9259259259259,20.4545454545455,0,17.7954545454545,15
1997,"cadsuppub","Socialiste",129,44.3298969072165,17.0542635658915,0,52.1627906976744,52,56.7389548951006,58.5365853658537,23.2558139534884,0,100,100,0,0,92.2480620155039,100,52.82061702849,57.1428571428571,49.6124031007752,0,15.6899224806202,16
1997,"cadsuppub","UDF/MODEM/UDI/NC/Dém",36,29.2682926829268,8.33333333333333,0,54.9166666666667,54.5,63.0159247051748,66.6666666666667,55.5555555555556,100,100,100,0,0,91.6666666666667,100,59.3277272266707,66.0919540229885,16.6666666666667,0,18.75,18
1997,"collab","Communiste",2,4.8780487804878,50,50,47.5,47.5,26.5810276679842,26.5810276679842,0,0,0,0,0,0,100,100,26.5810276679842,26.5810276679842,100,100,6,6
1997,"collab","Radical",1,2.7027027027027,0,0,51,51,57.6923076923077,57.6923076923077,100,100,0,0,0,0,100,100,15.3846153846154,15.3846153846154,100,100,15,15
1997,"collab","RPR/UMP/LR",13,8.28025477707006,7.69230769230769,0,47.8461538461538,50,85.7364131594901,88.8888888888889,100,100,0,0,0,0,100,100,68.0887072891122,68.1818181818182,0,0,19.6153846153846,19
1997,"collab","Socialiste",29,9.96563573883162,20.6896551724138,0,43.448275862069,44,77.6325966742682,85,89.6551724137931,100,0,0,0,0,82.7586206896552,100,53.4094801623487,55,58.6206896551724,100,14.6551724137931,15
1997,"collab","UDF/MODEM/UDI/NC/Dém",7,5.69105691056911,14.2857142857143,0,49.4285714285714,53,87.0663265306122,89.2857142857143,100,100,0,0,0,0,100,100,62.3640545961974,70,14.2857142857143,0,20.7142857142857,20
1997,"employe","Communiste",1,2.4390243902439,100,100,55,55,50,50,0,0,0,0,100,100,100,100,50,50,0,0,15,15
1997,"employe","Radical",1,2.7027027027027,100,100,60,60,42.8571428571429,42.8571428571429,0,0,0,0,100,100,100,100,42.8571428571429,42.8571428571429,0,0,15,15
1997,"employe","Socialiste",4,1.3745704467354,50,50,50.75,51,64.7084367245658,64.0322580645162,0,0,0,0,100,100,100,100,64.7084367245658,64.0322580645162,50,50,16.5,16
1997,"NA","Radical",1,2.7027027027027,0,0,36,36,18.1818181818182,18.1818181818182,0,0,0,0,0,0,100,100,18.1818181818182,18.1818181818182,100,100,2,2
1997,"NA","RPR/UMP/LR",1,0.636942675159236,0,0,42,42,82.3529411764706,82.3529411764706,0,0,0,0,0,0,100,100,82.3529411764706,82.3529411764706,0,0,14,14
1997,"NA","Socialiste",2,0.687285223367698,50,50,45.5,45.5,68.3333333333333,68.3333333333333,0,0,0,0,0,0,100,100,68.3333333333333,68.3333333333333,0,0,14,14
1997,"ouvrier","Communiste",8,19.5121951219512,12.5,0,54,54,48.5023841525858,53.3333333333333,0,0,0,0,100,100,87.5,100,48.5023841525858,53.3333333333333,50,50,15.125,15.5
1997,"ouvrier","Socialiste",1,0.343642611683849,0,0,60,60,60,60,0,0,0,0,100,100,100,100,60,60,100,100,21,21
1997,"ouvrier","UDF/MODEM/UDI/NC/Dém",1,0.813008130081301,0,0,57,57,100,100,0,0,0,0,100,100,100,100,100,100,0,0,32,32
1997,"profinter","Communiste",16,39.0243902439024,0,0,53.6875,52.5,69.0430695890938,69.6178937558248,0,0,0,0,100,100,93.75,100,69.0430695890938,69.6178937558248,43.75,0,19.5,20
1997,"profinter","Non-inscrits",1,20,0,0,61,61,38.8888888888889,38.8888888888889,100,100,0,0,100,100,100,100,36.1111111111111,36.1111111111111,100,100,14,14
1997,"profinter","Radical",5,13.5135135135135,20,0,54,54,53.6954769368563,61.9047619047619,0,0,0,0,100,100,100,100,53.6954769368563,61.9047619047619,60,100,14.4,15
1997,"profinter","RPR/UMP/LR",12,7.64331210191083,8.33333333333333,0,52.75,51.5,63.3954752371305,65.1923076923077,16.6666666666667,0,0,0,100,100,100,100,63.3954752371305,65.1923076923077,25,0,17.8333333333333,16
1997,"profinter","Socialiste",52,17.8694158075601,17.3076923076923,0,51.3846153846154,51,56.3031734546588,60.8695652173913,3.84615384615385,0,0,0,100,100,96.1538461538462,100,56.1429170444024,59.7451274362818,65.3846153846154,100,14.5384615384615,14
1997,"profinter","UDF/MODEM/UDI/NC/Dém",5,4.0650406504065,0,0,51.4,52,71.3742919389978,74.0740740740741,40,0,0,0,100,100,100,100,71.3742919389978,74.0740740740741,20,0,19,15
1997,"proflib","Communiste",2,4.8780487804878,50,50,49,49,73.9130434782608,73.9130434782608,0,0,100,100,0,0,100,100,73.9130434782608,73.9130434782608,50,50,18,18
1997,"proflib","Radical",6,16.2162162162162,16.6666666666667,0,54.3333333333333,52.5,63.2808749516066,61.1666666666667,0,0,100,100,0,0,100,100,63.2808749516066,61.1666666666667,50,50,18.6666666666667,18
1997,"proflib","RPR/UMP/LR",33,21.0191082802548,6.06060606060606,0,55.9393939393939,56,56.0559174823332,50,6.06060606060606,0,100,100,0,0,100,100,55.8604140610233,50,12.1212121212121,0,17.030303030303,14
1997,"proflib","Socialiste",33,11.340206185567,9.09090909090909,0,51.1818181818182,51,53.423582589178,53.8461538461538,9.09090909090909,0,100,100,0,0,90.9090909090909,100,52.3196864852819,53.8461538461538,54.5454545454545,100,14.9090909090909,14
1997,"proflib","UDF/MODEM/UDI/NC/Dém",29,23.5772357723577,6.89655172413793,0,53.9310344827586,53,60.1221379182067,58.8235294117647,10.3448275862069,0,100,100,0,0,96.551724137931,100,59.5698804693975,58.8235294117647,24.1379310344828,0,17.6551724137931,20
1997,"Total","Communiste",41,100,9.75609756097561,0,54.5609756097561,54,60.2629020046489,63.6363636363636,0,0,34.1463414634146,0,60.9756097560976,100,95.1219512195122,100,60.2629020046489,63.6363636363636,48.780487804878,0,18.0487804878049,20
1997,"Total","Non-inscrits",5,100,0,0,55.6,57,56.5470549981419,47.8260869565217,20,0,80,100,20,0,100,100,55.9914994425864,47.8260869565217,60,100,17.2,15
1997,"Total","Radical",37,100,13.5135135135135,0,54.5405405405405,54,55.9598477437464,61.7647058823529,5.40540540540541,0,78.3783783783784,100,16.2162162162162,0,100,100,54.8163966002953,61.7647058823529,51.3513513513514,100,16.6756756756757,16
1997,"Total","RPR/UMP/LR",157,100,5.73248407643312,0,53.9808917197452,53,60.2674788219058,60,28.0254777070064,0,83.4394904458599,100,7.64331210191083,0,97.4522292993631,100,57.0249845119206,56,18.4713375796178,0,17.1974522292994,15
1997,"Total","Socialiste",291,100,16.1512027491409,0,50.8384879725086,51,59.207273239646,60.8695652173913,24.0549828178694,0,69.7594501718213,100,19.5876288659794,0,92.7835051546392,100,54.7386270907804,57.6923076923077,54.639175257732,100,15.3024054982818,15
1997,"Total","UDF/MODEM/UDI/NC/Dém",123,100,6.50406504065041,0,53.6585365853659,53,64.0701139059195,66.6666666666667,30.8943089430894,0,89.4308943089431,100,4.8780487804878,0,95.1219512195122,100,61.0650726185955,65.5172413793103,16.260162601626,0,18.3008130081301,20
2007,"agri","RPR/UMP/LR",13,3.5230352303523,0,0,54.3076923076923,55,64.761175852533,68.5714285714286,0,0,100,100,0,0,92.3076923076923,100,64.761175852533,68.5714285714286,38.4615384615385,0,18.3846153846154,21
2007,"agri","Socialiste",5,2.38095238095238,40,0,56.6,59,52.1218487394958,60,0,0,100,100,0,0,100,100,52.1218487394958,60,60,100,16.8,18
2007,"artisancommercantpdg","RPR/UMP/LR",33,8.94308943089431,3.03030303030303,0,55.5454545454545,56,64.7174010367452,66.6666666666667,9.09090909090909,0,100,100,0,0,100,100,63.3602396795838,66.6666666666667,18.1818181818182,0,19.8787878787879,19
2007,"artisancommercantpdg","Socialiste",3,1.42857142857143,66.6666666666667,100,51.6666666666667,51,67.5824175824176,64.2857142857143,0,0,100,100,0,0,100,100,67.5824175824176,64.2857142857143,100,100,18,18
2007,"artisancommercantpdg","UDF/MODEM/UDI/NC/Dém",1,3.84615384615385,0,0,61,61,36.1111111111111,36.1111111111111,0,0,100,100,0,0,100,100,36.1111111111111,36.1111111111111,100,100,13,13
2007,"cadsupprive","Communiste",1,3.84615384615385,0,0,72,72,53.3333333333333,53.3333333333333,0,0,100,100,0,0,100,100,53.3333333333333,53.3333333333333,0,0,24,24
2007,"cadsupprive","RPR/UMP/LR",74,20.0542005420054,17.5675675675676,0,54.7837837837838,55,64.5708394726803,67.948717948718,14.8648648648649,0,100,100,0,0,97.2972972972973,100,63.3213596947322,66.6666666666667,22.972972972973,0,19.3378378378378,19
2007,"cadsupprive","Socialiste",17,8.09523809523809,23.5294117647059,0,55,56,72.5179607984023,78.9473684210526,23.5294117647059,0,100,100,0,0,100,100,67.8356668281826,72.972972972973,23.5294117647059,0,21.2352941176471,24
2007,"cadsupprive","UDF/MODEM/UDI/NC/Dém",8,30.7692307692308,0,0,50.75,50,70.0597534266432,65.7657657657658,0,0,100,100,0,0,100,100,70.0597534266432,65.7657657657658,0,0,17.625,18
2007,"cadsuppub","Communiste",5,19.2307692307692,0,0,60.6,59,70.7826797385621,80,0,0,100,100,0,0,100,100,70.7826797385621,80,0,0,25,24
2007,"cadsuppub","Non-inscrits",3,37.5,0,0,54.3333333333333,56,64.3667861409797,66.6666666666667,66.6666666666667,100,100,100,0,0,100,100,57.9663765147636,57.1428571428571,33.3333333333333,0,18.3333333333333,14
2007,"cadsuppub","RPR/UMP/LR",91,24.6612466124661,14.2857142857143,0,56.2197802197802,58,60.4999887289366,60,35.1648351648352,0,100,100,0,0,93.4065934065934,100,57.2955027825007,56.25,21.978021978022,0,18.956043956044,18
2007,"cadsuppub","Socialiste",88,41.9047619047619,22.7272727272727,0,56.0568181818182,57.5,68.1620748984362,70.5882352941177,32.9545454545455,0,100,100,0,0,96.5909090909091,100,64.4016940003628,67.6190476190476,35.2272727272727,0,21.0113636363636,24
2007,"cadsuppub","UDF/MODEM/UDI/NC/Dém",9,34.6153846153846,0,0,59,57,65.3026363802226,62.0689655172414,33.3333333333333,0,100,100,0,0,88.8888888888889,100,63.3581919357781,62.0689655172414,0,0,21.7777777777778,22
2007,"collab","Communiste",2,7.69230769230769,50,50,46,46,75.7575757575758,75.7575757575758,50,50,0,0,0,0,100,100,59.0909090909091,59.0909090909091,50,50,13,13
2007,"collab","Non-inscrits",1,12.5,100,100,44,44,94.7368421052632,94.7368421052632,100,100,0,0,0,0,100,100,94.7368421052632,94.7368421052632,0,0,18,18
2007,"collab","RPR/UMP/LR",50,13.550135501355,12,0,49.82,49,81.5588330813678,87.6518218623482,94,100,0,0,0,0,98,100,62.9865255332518,64.1876430205949,30,0,20.4,20
2007,"collab","Socialiste",35,16.6666666666667,20,0,49.8285714285714,53,86.940445539488,90,91.4285714285714,100,0,0,0,0,88.5714285714286,100,60.6634932303188,69.2307692307692,31.4285714285714,0,21.4285714285714,23
2007,"collab","UDF/MODEM/UDI/NC/Dém",4,15.3846153846154,0,0,43.5,44,100,100,100,100,0,0,0,0,100,100,84.7437888198758,81.9875776397515,25,0,18.5,19
2007,"employe","Communiste",3,11.5384615384615,33.3333333333333,0,59.3333333333333,61,64.1741741741742,83.3333333333333,33.3333333333333,0,0,0,100,100,100,100,64.1741741741742,83.3333333333333,0,0,23,30
2007,"employe","RPR/UMP/LR",3,0.813008130081301,66.6666666666667,100,50.3333333333333,51,71.7948717948718,69.2307692307692,0,0,0,0,100,100,100,100,71.7948717948718,69.2307692307692,33.3333333333333,0,18,18
2007,"employe","Socialiste",2,0.952380952380952,100,100,57.5,57.5,54.6489563567362,54.6489563567362,0,0,0,0,100,100,100,100,54.6489563567362,54.6489563567362,0,0,18,18
2007,"NA","RPR/UMP/LR",8,2.1680216802168,50,50,48.875,50.5,69.4548611111111,81.9444444444445,25,0,0,0,0,0,87.5,100,65.6087072649573,81.9444444444445,50,50,17.375,18
2007,"NA","UDF/MODEM/UDI/NC/Dém",1,3.84615384615385,100,100,75,75,66.6666666666667,66.6666666666667,0,0,0,0,0,0,100,100,66.6666666666667,66.6666666666667,100,100,30,30
2007,"ouvrier","Communiste",2,7.69230769230769,0,0,61.5,61.5,78.3410138248848,78.3410138248848,0,0,0,0,100,100,100,100,78.3410138248848,78.3410138248848,50,50,29,29
2007,"ouvrier","RPR/UMP/LR",1,0.2710027100271,0,0,67,67,100,100,0,0,0,0,100,100,100,100,100,100,0,0,42,42
2007,"ouvrier","Socialiste",2,0.952380952380952,0,0,58.5,58.5,59.6774193548387,59.6774193548387,0,0,0,0,100,100,100,100,59.6774193548387,59.6774193548387,50,50,21,21
2007,"profinter","Communiste",12,46.1538461538462,25,0,58.3333333333333,59,75.3921769620892,77.5240384615385,0,0,0,0,100,100,100,100,75.3921769620892,77.5240384615385,41.6666666666667,0,25.25,24.5
2007,"profinter","Non-inscrits",2,25,0,0,46.5,46.5,100,100,0,0,0,0,100,100,100,100,100,100,50,50,21.5,21.5
2007,"profinter","RPR/UMP/LR",29,7.85907859078591,31.0344827586207,0,51.6896551724138,53,65.0338090996189,70.5882352941177,17.2413793103448,0,0,0,100,100,93.1034482758621,100,64.4590964559408,70.5882352941177,20.6896551724138,0,18.0344827586207,18
2007,"profinter","Socialiste",36,17.1428571428571,41.6666666666667,0,57.25,57.5,61.5602309974006,65.3846153846154,8.33333333333333,0,0,0,100,100,100,100,59.1940786312482,63.0857648099028,50,50,20.1944444444444,19.5
2007,"profinter","UDF/MODEM/UDI/NC/Dém",1,3.84615384615385,0,0,62,62,81.0810810810811,81.0810810810811,0,0,0,0,100,100,100,100,81.0810810810811,81.0810810810811,100,100,30,30
2007,"proflib","Communiste",1,3.84615384615385,100,100,60,60,100,100,0,0,100,100,0,0,100,100,100,100,0,0,35,35
2007,"proflib","Non-inscrits",2,25,0,0,52,52,87.7840909090909,87.7840909090909,50,50,100,100,0,0,100,100,76.4204545454546,76.4204545454546,50,50,24,24
