"legis.annee","elu.local","ProfSigni","effectifs","pourcentages","mean_part.femmes","median_part.femmes","mean_age","median_age","mean_part.pol","median_part.pol","mean_part.cabcollab","median_part.cabcollab","mean_part.pcs.123","median_part.pcs.123","mean_part.pcs.456","median_part.pcs.456","mean_part.elu.local","median_part.elu.local","mean_part.mandat","median_part.mandat","mean_part.primos","median_part.primos","mean_duree.pol","median_duree.pol"
1978,"Total","employe",54,100,11.1111111111111,0,54.4444444444444,55.5,46.3836363177426,46.2962962962962,0,0,0,0,100,100,83.3333333333333,100,46.3836363177426,46.2962962962962,25.9259259259259,0,13.5740740740741,13
1978,"Total","NA",4,100,50,50,45.75,44,24.3777056277056,1.78571428571428,0,0,0,0,0,0,50,50,24.3777056277056,1.78571428571428,75,100,8,0.5
1978,"Total","profinter",77,100,6.49350649350649,0,50.1818181818182,52,46.6162430564061,42.1052631578947,6.49350649350649,0,0,0,100,100,89.6103896103896,100,45.7308211190361,42.1052631578947,45.4545454545455,0,11.7402597402597,9
1978,"Total","proflib",103,100,1.94174757281553,0,53.873786407767,56,50.3319095879542,54.8387096774194,1.94174757281553,0,100,100,0,0,80.5825242718447,100,50.1049520794433,54.8387096774194,28.1553398058252,0,14.2330097087379,13
1997,"Ancien élu local","agri",17,94.4444444444444,0,0,56.6470588235294,57,71.9974296010696,80,0,0,100,100,0,0,100,100,71.9974296010696,80,29.4117647058824,0,22.1764705882353,20
1997,"Ancien élu local","artisancommercantpdg",36,94.7368421052632,5.55555555555556,0,53.5555555555556,54.5,60.0792583665253,55.5555555555556,2.77777777777778,0,100,100,0,0,100,100,59.5742078614748,55.5555555555556,33.3333333333333,0,16.9722222222222,15
1997,"Ancien élu local","cadsupprive",94,95.9183673469388,6.38297872340426,0,52.063829787234,52,61.0400618661075,60,22.3404255319149,0,100,100,0,0,100,100,59.4393855313724,57.7380952380952,29.7872340425532,0,16.1063829787234,15.5
1997,"Ancien élu local","cadsuppub",221,94.4444444444444,9.04977375565611,0,54.1131221719457,54,60.2454625104713,61.1111111111111,27.6018099547511,0,100,100,0,0,100,100,57.1668095713544,60,36.1990950226244,0,17.5882352941176,17
1997,"Ancien élu local","collab",47,90.3846153846154,12.7659574468085,0,45.936170212766,45,80.2884958466778,86.9565217391304,93.6170212765958,100,0,0,0,0,100,100,61.4081275721266,64.2857142857143,36.1702127659574,0,16.7446808510638,17
1997,"Ancien élu local","employe",6,100,66.6666666666667,100,53,53,58.6151482925677,55.955334987593,0,0,0,0,100,100,100,100,58.6151482925677,55.955334987593,33.3333333333333,0,16,15
1997,"Ancien élu local","NA",4,100,25,0,42.25,43.5,59.3003565062389,68.3333333333333,0,0,0,0,0,0,100,100,59.3003565062389,68.3333333333333,25,0,11,14
