"legis.annee","ProfSigni","elu.local","effectifs","pourcentages","mean_part.femmes","median_part.femmes","mean_age","median_age","mean_part.pol","median_part.pol","mean_part.cabcollab","median_part.cabcollab","mean_part.pcs.123","median_part.pcs.123","mean_part.pcs.456","median_part.pcs.456","mean_part.elu.local","median_part.elu.local","mean_part.mandat","median_part.mandat","mean_part.primos","median_part.primos","mean_duree.pol","median_duree.pol"
2022,"employe","Jamais élu local",13,7.60233918128655,53.8461538461538,100,42.0769230769231,42,4.37462863933452,0,23.0769230769231,0,0,0,100,100,0,0,0,0,100,100,0.538461538461538,0
2022,"NA","Ancien élu local",9,2.11267605633803,77.7777777777778,100,52.8888888888889,55,63.9147405550914,70,22.2222222222222,0,0,0,0,0,100,100,63.4517775921285,66.6666666666667,55.5555555555556,100,18.1111111111111,21
2022,"NA","Jamais élu local",2,1.16959064327485,0,0,22,22,NA,NA,0,0,0,0,0,0,0,0,NA,NA,100,100,0,0
2022,"ouvrier","Ancien élu local",6,1.40845070422535,33.3333333333333,0,44.6666666666667,50,10.5411000238586,8.33333333333333,0,0,0,0,100,100,100,100,10.5411000238586,8.33333333333333,100,100,2,2
2022,"ouvrier","Jamais élu local",2,1.16959064327485,50,50,29,29,0,0,0,0,0,0,100,100,0,0,0,0,100,100,0,0
2022,"profinter","Ancien élu local",57,13.3802816901408,43.859649122807,0,52.3508771929825,52,43.6436591876063,38.8888888888889,3.50877192982456,0,0,0,100,100,100,100,43.2927819946239,38.0952380952381,61.4035087719298,100,12.3859649122807,8
2022,"profinter","Jamais élu local",19,11.1111111111111,52.6315789473684,100,47.5789473684211,45,16.008493682474,0,10.5263157894737,0,0,0,100,100,0,0,13.8803472293848,0,52.6315789473684,100,2.78947368421053,0
2022,"proflib","Ancien élu local",48,11.2676056338028,41.6666666666667,0,54.4791666666667,54,45.4920571962894,45.480631276901,6.25,0,100,100,0,0,100,100,43.8530189645093,42.5394548063127,52.0833333333333,100,12.9791666666667,9.5
2022,"proflib","Jamais élu local",12,7.01754385964912,58.3333333333333,100,47.1666666666667,50.5,17.6074752513091,16.6122004357299,16.6666666666667,0,100,100,0,0,0,0,15.5241419179758,16.6122004357299,33.3333333333333,0,3.16666666666667,5
2022,"Total","Ancien élu local",426,100,34.5070422535211,0,51.0539906103286,52,56.1517821280966,53.8461538461538,30.5164319248826,0,58.6854460093897,100,18.075117370892,0,100,100,50.5585057830789,50,50,50,14.1291079812207,12
2022,"Total","Jamais élu local",171,100,46.1988304093567,0,43.719298245614,42,30.434154718809,18.8746438746439,34.5029239766082,0,63.1578947368421,100,19.8830409356725,0,0,0,15.3769954837339,8.13748531139835,51.4619883040936,100,4.49707602339181,5
2024,"agri","Ancien élu local",8,1.98511166253102,12.5,0,59.75,59,52.365593822247,54.8863636363636,0,0,100,100,0,0,100,100,52.365593822247,54.8863636363636,12.5,0,18.5,19.5
2024,"agri","Jamais élu local",4,2.29885057471264,75,100,52.25,57.5,26.1853448275862,8.6206896551724,25,0,100,100,0,0,0,0,21.875,0,75,100,3,2.5
2024,"artisancommercantpdg","Ancien élu local",42,10.4218362282878,26.1904761904762,0,54.7857142857143,55,45.5137535668636,41.8831168831169,14.2857142857143,0,100,100,0,0,100,100,44.3373470487763,40.4545454545455,26.1904761904762,0,13.0238095238095,10
2024,"artisancommercantpdg","Jamais élu local",12,6.89655172413793,33.3333333333333,0,51.25,53,12.5035691696033,13.1428571428571,16.6666666666667,0,100,100,0,0,0,0,11.9480136140478,13.1428571428571,33.3333333333333,0,3.58333333333333,2.5
2024,"cadsupprive","Ancien élu local",67,16.6253101736973,28.3582089552239,0,53.089552238806,54,54.3578051853055,55.5555555555556,19.4029850746269,0,100,100,0,0,100,100,52.5446202763924,53.5714285714286,23.8805970149254,0,14.2089552238806,12
2024,"cadsupprive","Jamais élu local",38,21.8390804597701,34.2105263157895,0,43.8157894736842,44,30.5414449694024,27.4038461538462,34.2105263157895,0,100,100,0,0,0,0,22.8569142295311,19.5533769063181,26.3157894736842,0,5.18421052631579,6.5
