"legis.annee","groupe.pol","primodep","effectifs","pourcentages","mean_part.femmes","median_part.femmes","mean_age","median_age","mean_part.pol","median_part.pol","mean_part.cabcollab","median_part.cabcollab","mean_part.pcs.123","median_part.pcs.123","mean_part.pcs.456","median_part.pcs.456","mean_part.elu.local","median_part.elu.local","mean_part.mandat","median_part.mandat","mean_part.primos","median_part.primos","mean_duree.pol","median_duree.pol"
1997,"Communiste","Primo-député",20,8,5,0,51.3,52.5,53.7871016322174,55.3376906318083,0,0,35,0,55,100,95,100,53.7871016322174,55.3376906318083,100,100,14.65,14
1997,"Non-inscrits","Ancien député",2,0.495049504950495,0,0,52.5,52.5,47.3505434782608,47.3505434782608,0,0,100,100,0,0,100,100,47.3505434782608,47.3505434782608,0,0,13,13
1997,"Non-inscrits","Primo-député",3,1.2,0,0,57.6666666666667,61,62.6780626780627,72.2222222222222,33.3333333333333,0,66.6666666666667,100,33.3333333333333,0,100,100,61.7521367521367,72.2222222222222,100,100,20,20
1997,"Radical","Ancien député",18,4.45544554455446,5.55555555555556,0,59.0555555555556,58.5,62.222288341686,63.7267904509284,0,0,83.3333333333333,100,16.6666666666667,0,100,100,62.222288341686,63.7267904509284,0,0,21.2222222222222,20
1997,"Radical","Primo-député",19,7.6,21.0526315789474,0,50.2631578947368,50,50.0270092825405,57.1428571428571,10.5263157894737,0,73.6842105263158,100,15.7894736842105,0,100,100,47.8002886347672,44,100,100,12.3684210526316,11
1997,"RPR/UMP/LR","Ancien député",128,31.6831683168317,3.90625,0,54.8515625,54,63.6645709204051,64.1098484848485,30.46875,0,82.03125,100,7.03125,0,99.21875,100,60.0756948200678,60.2083333333333,0,0,18.4921875,16
1997,"RPR/UMP/LR","Primo-député",29,11.6,13.7931034482759,0,50.1379310344828,50,45.273417145771,42.4242424242424,17.2413793103448,0,89.6551724137931,100,10.3448275862069,0,89.6551724137931,100,43.5597803932021,40.5405405405405,100,100,11.4827586206897,12
1997,"Socialiste","Ancien député",132,32.6732673267327,6.06060606060606,0,54.1287878787879,54,69.0260911437879,70.5882352941177,19.6969696969697,0,74.2424242424242,100,15.1515151515152,0,98.4848484848485,100,66.7424882133768,68.9655172413793,0,0,19.8333333333333,20
1997,"Socialiste","Primo-député",159,63.6,24.5283018867925,0,48.1069182389937,49,51.0558017720565,52.9411764705882,27.6729559748428,0,66.0377358490566,100,23.2704402515723,0,88.0503144654088,100,44.7731574795683,45.8333333333333,100,100,11.5408805031447,13
1997,"Total","Ancien député",404,100,5.69306930693069,0,55.029702970297,54,65.8907967867539,68.1334622823985,23.5148514851485,0,78.960396039604,100,12.6237623762376,0,97.7722772277228,100,63.2305142364553,65.2173913043478,0,0,19.4752475247525,20
1997,"Total","Primo-député",250,100,20,0,48.68,49,51.1043256802226,51.8518518518518,24,0,68.8,100,22.4,0,90.4,100,46.5067295438496,47.4424552429667,100,100,11.916,13
1997,"UDF/MODEM/UDI/NC/Dém","Ancien député",103,25.4950495049505,5.8252427184466,0,55.2135922330097,54,65.5304229747922,68.0851063829787,29.126213592233,0,89.3203883495146,100,4.85436893203883,0,95.1456310679612,100,62.4824382887417,66.6666666666667,0,0,19.6893203883495,20
1997,"UDF/MODEM/UDI/NC/Dém","Primo-député",20,8,10,0,45.65,44,56.549522201225,54.7008547008547,40,0,90,100,5,0,95,100,53.7656394173422,54.7008547008547,100,100,11.15,9.5
2007,"Communiste","Ancien député",19,4.14847161572052,21.0526315789474,0,61.3157894736842,61,73.7346975059823,80,5.26315789473684,0,36.8421052631579,0,57.8947368421053,100,100,100,73.7346975059823,80,0,0,26.7894736842105,30
2007,"Communiste","Primo-député",7,3.86740331491713,28.5714285714286,0,51.8571428571429,56,73.1019006635705,75,14.2857142857143,0,0,0,85.7142857142857,100,100,100,68.3399959016657,70.9677419354839,100,100,18.7142857142857,18
2007,"Non-inscrits","Ancien député",5,1.09170305676856,20,0,51,52,89.0952178834182,93.75,60,100,60,100,20,0,100,100,85.2549721076886,93.75,0,0,23.4,27
2007,"Non-inscrits","Primo-député",3,1.65745856353591,0,0,49.6666666666667,47,72.6430976430976,81.8181818181818,33.3333333333333,0,66.6666666666667,100,33.3333333333333,0,100,100,65.0673400673401,59.0909090909091,100,100,15.6666666666667,16
2007,"RPR/UMP/LR","Ancien député",281,61.353711790393,13.1672597864769,0,56.5444839857651,57,69.4066593448001,69.4444444444444,28.8256227758007,0,76.8683274021352,100,9.25266903914591,0,97.864768683274,100,65.8929627502004,66.6666666666667,0,0,21.5871886120996,22
2007,"RPR/UMP/LR","Primo-député",88,48.6187845303867,23.8636363636364,0,48.9545454545455,48,54.5143541431759,52.0869565217392,26.1363636363636,0,70.4545454545455,100,7.95454545454545,0,90.9090909090909,100,49.1047229433388,48,100,100,13.0568181818182,12
2007,"Socialiste","Ancien député",132,28.82096069869,18.1818181818182,0,57.1818181818182,58,75.0049473745729,78.604118993135,37.8787878787879,0,65.9090909090909,100,15.9090909090909,0,98.4848484848485,100,69.8844495906798,70.5882352941177,0,0,23.8939393939394,24
2007,"Socialiste","Primo-député",78,43.0939226519337,42.3076923076923,0,51.5,53,58.190988821702,62.5776397515528,28.2051282051282,0,61.5384615384615,100,24.3589743589744,0,91.025641025641,100,48.1899099824291,45.2991452991453,100,100,14.5641025641026,12
2007,"Total","Ancien député",458,100,14.410480349345,0,56.7292576419214,57.5,71.6125795331842,73.2520325203252,30.7860262008734,0,72.2707423580786,100,12.882096069869,0,98.0349344978166,100,67.8222290437616,68.9903846153846,0,0,22.4257641921397,24
2007,"Total","Primo-député",181,100,31.4917127071823,0,50.3701657458564,51,57.4566947465491,60,26.5193370165746,0,62.9834254143646,100,18.7845303867403,0,91.7127071823204,100,50.068891977988,50,100,100,14.121546961326,12
2007,"UDF/MODEM/UDI/NC/Dém","Ancien député",21,4.58515283842795,0,0,53.5714285714286,53,73.723893087388,73.3333333333333,28.5714285714286,0,85.7142857142857,100,0,0,95.2380952380952,100,71.1750909578406,73.3333333333333,0,0,20.2380952380952,18
2007,"UDF/MODEM/UDI/NC/Dém","Primo-député",5,2.76243093922652,20,0,56,61,66.7717717717718,66.6666666666667,20,0,40,0,20,0,100,100,61.7717717717718,66.6666666666667,100,100,18.6,13
2012,"Communiste","Ancien député",10,2.74725274725275,30,0,64.8,64,83.0447653339879,84.349593495935,0,0,50,50,40,0,100,100,83.0447653339879,84.349593495935,0,0,32.8,35
2012,"Communiste","Primo-député",5,1.93050193050193,0,0,53,51,48.6590485537854,51.1111111111111,40,0,40,0,20,0,100,100,40.8121586016323,50,100,100,13,15
2012,"Écologiste","Ancien député",2,0.549450549450549,0,0,51.5,51.5,79.4871794871795,79.4871794871795,50,50,50,50,0,0,100,100,68.7728937728938,68.7728937728938,0,0,18.5,18.5
2012,"Écologiste","Primo-député",16,6.17760617760618,56.25,100,49.1875,50,39.6113582573277,42.3703703703704,18.75,0,62.5,100,18.75,0,62.5,100,30.5794955122297,36.6203703703704,100,100,8.8125,10.5
2012,"Non-inscrits","Ancien député",5,1.37362637362637,40,0,55.4,51,80.9848484848485,76.9230769230769,40,0,80,100,0,0,100,100,79.4463869463869,76.9230769230769,0,0,24,23
2012,"Non-inscrits","Primo-député",4,1.54440154440154,25,0,41,38.5,33.3333333333333,0,25,0,25,0,0,0,25,0,11.1111111111111,0,100,100,3,0
2012,"Radical","Ancien député",8,2.1978021978022,37.5,0,56.625,57.5,75.961579813008,79.4476744186046,25,0,75,100,12.5,0,100,100,69.711579813008,71.7045454545454,0,0,23.375,26
2012,"Radical","Primo-député",12,4.63320463320463,16.6666666666667,0,52,49.5,54.0406950668971,57.8205128205128,16.6666666666667,0,41.6666666666667,0,41.6666666666667,0,91.6666666666667,100,46.0696805741435,42.8929765886287,100,100,15,11
2012,"RPR/UMP/LR","Ancien député",164,45.0549450549451,10.3658536585366,0,57.3475609756098,58.5,72.5404121509833,72.7272727272727,30.4878048780488,0,76.219512195122,100,8.53658536585366,0,98.1707317073171,100,69.0378886496746,70.5510388437218,0,0,23.2134146341463,23
2012,"RPR/UMP/LR","Primo-député",38,14.6718146718147,26.3157894736842,0,46.4736842105263,47.5,58.9591059395697,63.8344226579521,36.8421052631579,0,76.3157894736842,100,2.63157894736842,0,89.4736842105263,100,49.9483846920063,55.9907834101382,100,100,12.1315789473684,11.5
2012,"Socialiste","Ancien député",151,41.4835164835165,28.476821192053,0,58.9205298013245,61,73.119719102444,75.8620689655172,36.4238410596027,0,61.5894039735099,100,23.1788079470199,0,98.6754966887417,100,68.0070879706272,70.7317073170732,0,0,24.4569536423841,23
2012,"Socialiste","Primo-député",176,67.953667953668,42.6136363636364,0,49.8920454545455,50,48.8756822710561,50,35.7954545454545,0,55.1136363636364,100,23.8636363636364,0,86.9318181818182,100,39.6199672441391,37.9310344827586,100,100,11.8806818181818,11
2012,"Total","Ancien député",364,100,18.6813186813187,0,57.9423076923077,59,74.1789313260228,76.0869565217391,33.5164835164835,0,68.1318681318681,100,15.3846153846154,0,98.6263736263736,100,69.8400583295699,71.4285714285714,0,0,24.1126373626374,23
2012,"Total","Primo-député",259,100,38.2239382239382,0,49.4131274131274,50,49.3065342867594,50,32.8185328185328,0,57.1428571428571,100,21.2355212355212,0,84.5559845559846,100,40.3240678278181,40.3703703703704,100,100,11.6447876447876,11
2012,"UDF/MODEM/UDI/NC/Dém","Ancien député",24,6.59340659340659,0,0,54.5,53.5,85.8911221749767,88.4615384615385,50,50,58.3333333333333,100,8.33333333333333,0,100,100,79.4824664887673,80.7266009852216,0,0,25.2083333333333,25
2012,"UDF/MODEM/UDI/NC/Dém","Primo-député",8,3.08880308880309,25,0,51.375,50.5,31.6193031106824,24.6666666666667,0,0,50,50,37.5,0,62.5,100,31.6193031106824,24.6666666666667,100,100,8.25,4
2017,"Communiste","Ancien député",7,4.32098765432099,28.5714285714286,0,61,59,66.7139075200124,74.0740740740741,14.2857142857143,0,42.8571428571429,0,28.5714285714286,0,100,100,64.5975054036103,62.7906976744186,0,0,24.5714285714286,27
2017,"Communiste","Primo-député",9,2.12765957446809,11.1111111111111,0,51.1111111111111,48,63.9800821514377,76.6666666666667,77.7777777777778,100,33.3333333333333,0,22.2222222222222,0,88.8888888888889,100,43.919354302986,41.6666666666667,100,100,16.6666666666667,18
2017,"LC/HOR","Ancien député",23,14.1975308641975,13.0434782608696,0,53,54,81.5553104839012,91.1764705882353,43.4782608695652,0,56.5217391304348,100,8.69565217391304,0,95.6521739130435,100,75.4640253149822,82.3529411764706,0,0,22.6086956521739,25
2017,"LC/HOR","Primo-député",12,2.83687943262411,41.6666666666667,0,48.5833333333333,47.5,52.8478236400233,48.5119047619048,25,0,66.6666666666667,100,8.33333333333333,0,91.6666666666667,100,44.2367125289122,35.4166666666667,100,100,13.5833333333333,9
2017,"LFI","Primo-député",17,4.01891252955083,41.1764705882353,0,43.7647058823529,42,16.3210485200127,0,11.7647058823529,0,47.0588235294118,0,41.1764705882353,0,35.2941176470588,0,15.2940908820152,0,100,100,4.76470588235294,0
2017,"LREM/RE","Ancien député",35,21.6049382716049,22.8571428571429,0,56.2285714285714,56,64.8723792411567,65.2173913043478,37.1428571428571,0,68.5714285714286,100,8.57142857142857,0,94.2857142857143,100,56.5879073526801,59.5744680851064,0,0,20.2285714285714,19
2017,"LREM/RE","Primo-député",286,67.612293144208,50.6993006993007,100,44.9265734265734,45,19.3558514085949,6.66666666666667,15.7342657342657,0,77.2727272727273,100,15.034965034965,0,41.6083916083916,0,14.176475149359,0,100,100,3.93006993006993,1
2017,"Non-inscrits","Ancien député",7,4.32098765432099,28.5714285714286,0,57.8571428571429,59,65.5026979371556,77.4193548387097,28.5714285714286,0,71.4285714285714,100,14.2857142857143,0,100,100,59.8191341890757,66.6666666666667,0,0,19.5714285714286,16
2017,"Non-inscrits","Primo-député",10,2.36406619385343,20,0,49.3,48.5,55.5740925574291,47.3684210526316,50,50,40,0,0,0,90,100,49.8401951661969,47.3684210526316,100,100,12.5,15.5
2017,"RPR/UMP/LR","Ancien député",62,38.2716049382716,16.1290322580645,0,57.1612903225806,58,73.1087675443699,72.2813238770686,33.8709677419355,0,74.1935483870968,100,4.83870967741935,0,98.3870967741936,100,68.0324017273299,66.6666666666667,0,0,22.9838709677419,22
2017,"RPR/UMP/LR","Primo-député",38,8.98345153664303,34.2105263157895,0,47.2105263157895,49,65.3669028028784,65.686274509804,28.9473684210526,0,50,50,23.6842105263158,0,97.3684210526316,100,54.8515130580195,53.5714285714285,100,100,13.3947368421053,13
2017,"Socialiste","Ancien député",26,16.0493827160494,42.3076923076923,0,55.6153846153846,56,70.202953720039,70,53.8461538461538,100,50,50,7.69230769230769,0,92.3076923076923,100,60.1591931066271,61.3247863247863,0,0,20.7307692307692,22
2017,"Socialiste","Primo-député",5,1.18203309692671,20,0,54,47,74.0973937143568,80.952380952381,40,0,60,100,20,0,80,100,64.5786771368167,76.1904761904762,100,100,23,20
2017,"Total","Ancien député",162,100,22.2222222222222,0,56.2716049382716,56,71.3364734809198,73.3333333333333,37.6543209876543,0,65.4320987654321,100,8.02469135802469,0,96.2962962962963,100,64.7900025387076,64.7058823529412,0,0,21.8395061728395,22
2017,"Total","Primo-député",423,100,45.3900709219858,0,46.3924349881797,47,28.8609954305853,18.4697855750487,19.8581560283688,0,69.7399527186761,100,17.0212765957447,0,55.0827423167849,100,22.8683500473822,11.7692307692308,100,100,6.59101654846336,3
2017,"UDF/MODEM/UDI/NC/Dém","Ancien député",2,1.23456790123457,0,0,53.5,53.5,63.3333333333333,63.3333333333333,0,0,100,100,0,0,100,100,63.3333333333333,63.3333333333333,0,0,18.5,18.5
2017,"UDF/MODEM/UDI/NC/Dém","Primo-député",46,10.8747044917258,39.1304347826087,0,52.8478260869565,54,38.7501679309443,34.0714285714286,19.5652173913043,0,63.0434782608696,100,19.5652173913043,0,84.7826086956522,100,33.4056772832585,29.1062801932367,100,100,11.3260869565217,9
2022,"Communiste","Ancien député",11,3.71621621621622,18.1818181818182,0,54.3636363636364,53,73.6404952789225,84.6153846153846,72.7272727272727,100,27.2727272727273,0,18.1818181818182,0,100,100,59.8038958740457,54.5454545454545,0,0,23,26
2022,"Communiste","Primo-député",11,3.65448504983389,18.1818181818182,0,44.3636363636364,43,36.041847041847,38.1818181818182,9.09090909090909,0,27.2727272727273,0,54.5454545454545,100,90.9090909090909,100,33.541847041847,28.1818181818182,100,100,7.72727272727273,5
2022,"Écologiste","Ancien député",4,1.35135135135135,50,50,48.75,50.5,75.290931440125,89.7022332506204,50,50,50,50,0,0,50,50,53.4960596452532,50.4807692307693,0,0,17.25,17.5
2022,"Écologiste","Primo-député",19,6.31229235880399,57.8947368421053,100,42.5789473684211,41,52.5820102035207,47.3684210526316,47.3684210526316,0,47.3684210526316,0,10.5263157894737,0,68.4210526315789,100,26.4144081841181,24,100,100,8.31578947368421,9
2022,"LC/HOR","Ancien député",16,5.40540540540541,25,0,50.25,52.5,63.6718047647215,51.0610079575597,25,0,75,100,6.25,0,75,100,56.982230478121,51.0610079575597,0,0,17.3125,14
2022,"LC/HOR","Primo-député",15,4.98338870431894,46.6666666666667,0,49.2,52,49.8048996796141,48.2758620689655,20,0,66.6666666666667,100,26.6666666666667,0,93.3333333333333,100,46.9900848647993,48.2758620689655,100,100,12.2,14
2022,"LFI","Ancien député",14,4.72972972972973,35.7142857142857,0,46.5714285714286,46.5,45.4683937416298,38.7179487179488,14.2857142857143,0,50,50,35.7142857142857,0,42.8571428571429,0,44.2779175511536,38.7179487179488,0,0,9.42857142857143,5
2022,"LFI","Primo-député",61,20.265780730897,44.2622950819672,0,42.3934426229508,42,25.1165611468529,8.33333333333333,22.9508196721311,0,44.2622950819672,0,42.6229508196721,0,39.344262295082,0,15.3493670027894,0,100,100,4.0655737704918,1
2022,"LIOT","Ancien député",15,5.06756756756757,13.3333333333333,0,60.4666666666667,61,58.1314803543046,51.9230769230769,26.6666666666667,0,73.3333333333333,100,6.66666666666667,0,100,100,55.5673777902021,51.9230769230769,0,0,21.8,15
2022,"LIOT","Primo-député",5,1.66112956810631,20,0,46.8,46,46.4069264069264,38.0952380952381,20,0,80,100,0,0,80,100,46.4069264069264,38.0952380952381,100,100,9.2,10
2022,"LREM/RE","Ancien député",125,42.2297297297297,43.2,0,50.912,52,48.6216814887658,45.4545454545455,24,0,75.2,100,10.4,0,55.2,100,43.814893938183,40,0,0,11.568,8
2022,"LREM/RE","Primo-député",61,20.265780730897,39.344262295082,0,44.9508196721311,44,44.9720768530443,41.6666666666667,42.6229508196721,0,62.2950819672131,100,9.83606557377049,0,65.5737704918033,100,29.755289526745,19.2307692307692,100,100,7.59016393442623,6
2022,"Non-inscrits","Ancien député",4,1.35135135135135,50,50,58.75,60,73.713939598828,88.8071895424837,75,100,50,50,0,0,75,100,70.2417173766058,83.3333333333333,0,0,25.75,31
2022,"RN","Ancien député",5,1.68918918918919,40,0,49.2,49,83.4661889834303,85.7142857142857,80,100,0,0,20,0,100,100,75.3504254366323,82.7586206896552,0,0,20.2,21
2022,"RN","Primo-député",84,27.906976744186,36.9047619047619,0,45.9761904761905,45.5,38.3360823728184,28.5714285714286,33.3333333333333,0,48.8095238095238,0,27.3809523809524,0,78.5714285714286,100,28.9041280467287,17.7777777777778,100,100,5.69047619047619,4
2022,"RPR/UMP/LR","Ancien député",47,15.8783783783784,27.6595744680851,0,52.7659574468085,54,75.260836084187,78.5714285714286,44.6808510638298,0,55.3191489361702,100,10.6382978723404,0,89.3617021276596,100,66.2015530385405,70.7317073170732,0,0,20.1702127659574,21
2022,"RPR/UMP/LR","Primo-député",15,4.98338870431894,33.3333333333333,0,46.3333333333333,42,75.2431451802648,73.3333333333333,26.6666666666667,0,53.3333333333333,100,20,0,100,100,63.7981533904455,58.3333333333333,100,100,15.2,12
2022,"Socialiste","Ancien député",18,6.08108108108108,44.4444444444444,0,59,58,64.3044823925087,65.7393292682927,44.4444444444444,0,66.6666666666667,100,11.1111111111111,0,94.4444444444444,100,56.6202099356494,57.4279379157428,0,0,21.4444444444444,22
2022,"Socialiste","Primo-député",13,4.31893687707641,23.0769230769231,0,47.5384615384615,50,46.5369594959171,48,30.7692307692308,0,61.5384615384615,100,23.0769230769231,0,92.3076923076923,100,44.2470925001677,46.1538461538462,100,100,11.5384615384615,12
2022,"Total","Ancien député",296,100,36.4864864864865,0,52.6554054054054,54,57.2069051840546,55.0509337860781,31.0810810810811,0,66.554054054054,100,11.8243243243243,0,71.9594594594595,100,51.1709706163321,50,0,0,15.5067567567568,13
2022,"Total","Primo-député",301,100,39.202657807309,0,45.312292358804,45,40.5528668778477,36.3636363636364,32.2259136212625,0,53.4883720930233,100,25.2491694352159,0,70.7641196013289,100,30.0474508304429,20.9302325581395,100,100,7.30232558139535,6
2022,"UDF/MODEM/UDI/NC/Dém","Ancien député",37,12.5,37.8378378378378,0,55.2162162162162,55,48.9221431969853,46.6666666666667,16.2162162162162,0,75.6756756756757,100,13.5135135135135,0,83.7837837837838,100,44.4444729298413,44.4444444444444,0,0,14.8108108108108,12
2022,"UDF/MODEM/UDI/NC/Dém","Primo-député",17,5.64784053156146,41.1764705882353,0,51,50,33.2306110242189,32,41.1764705882353,0,76.4705882352941,100,17.6470588235294,0,88.2352941176471,100,29.2942541285194,20,100,100,9.35294117647059,8
2024,"Communiste","Ancien député",16,3.66132723112128,31.25,0,51.375,51.5,54.3458853261,48.6486486486486,18.75,0,37.5,0,43.75,0,93.75,100,50.8839556544929,48.6486486486486,0,0,15.4375,12
2024,"Communiste","Primo-député",2,1.42857142857143,0,0,40,40,87.5,87.5,50,50,0,0,0,0,100,100,81.7307692307693,81.7307692307693,100,100,14.5,14.5
2024,"Écologiste","Ancien député",26,5.94965675057208,53.8461538461538,100,47.5,49,56.1492213741426,53.968253968254,50,50,57.6923076923077,100,7.69230769230769,0,61.5384615384615,100,39.6339770449842,37.5,0,0,11.8076923076923,11
2024,"Écologiste","Primo-député",12,8.57142857142857,33.3333333333333,0,48.6666666666667,46.5,44.6299142774647,50,25,0,83.3333333333333,100,8.33333333333333,0,75,100,36.587928325996,44.0972222222222,100,100,10.75,9.5
2024,"LC/HOR","Ancien député",28,6.40732265446224,35.7142857142857,0,50.4642857142857,54,57.2962107262077,49.3358633776091,25,0,78.5714285714286,100,7.14285714285714,0,75,100,53.1967071999514,49.1397849462366,0,0,14.25,11.5
2024,"LC/HOR","Primo-député",2,1.42857142857143,50,50,57.5,57.5,80.5977229601518,80.5977229601518,0,0,100,100,0,0,100,100,80.5977229601518,80.5977229601518,100,100,26,26
2024,"LFI","Ancien député",58,13.2723112128146,37.9310344827586,0,43.4655172413793,42.5,37.8685554239873,25,25.8620689655172,0,46.551724137931,0,36.2068965517241,0,32.7586206896552,0,30.0373050112638,23.3333333333333,0,0,6.10344827586207,4
2024,"LFI","Primo-député",14,10,42.8571428571429,0,38.7142857142857,34,21.1615835145247,18.1818181818182,35.7142857142857,0,35.7142857142857,0,28.5714285714286,0,28.5714285714286,0,7.01905937200055,0,100,100,2.42857142857143,1
2024,"LIOT","Ancien député",17,3.89016018306636,17.6470588235294,0,58.2352941176471,59,53.3864177026316,43.4782608695652,17.6470588235294,0,76.4705882352941,100,11.7647058823529,0,94.1176470588235,100,51.2003571423356,43.4782608695652,0,0,18.6470588235294,16
2024,"LIOT","Primo-député",6,4.28571428571429,33.3333333333333,0,53.8333333333333,60,72.5777247836071,71.2462462462462,50,50,50,50,0,0,100,100,58.274054597584,58.2516339869281,100,100,19.8333333333333,20.5
2024,"LREM/RE","Ancien député",90,20.5949656750572,40,0,50.5111111111111,51,51.4291808170096,46.6666666666667,31.1111111111111,0,68.8888888888889,100,12.2222222222222,0,62.2222222222222,100,44.3070282781904,37.9807692307693,0,0,11.6555555555556,10
2024,"LREM/RE","Primo-député",7,5,42.8571428571429,0,42.1428571428571,39,58.0853703522877,55.5555555555556,85.7142857142857,100,42.8571428571429,0,0,0,14.2857142857143,0,20.0907626208378,18.4210526315789,100,100,8.85714285714286,7
2024,"Non-inscrits","Ancien député",9,2.05949656750572,44.4444444444444,0,54.1111111111111,53,68.5780813231793,88.4615384615385,33.3333333333333,0,66.6666666666667,100,0,0,77.7777777777778,100,68.5780813231793,88.4615384615385,0,0,16.8888888888889,13
2024,"RN","Ancien député",79,18.0778032036613,36.7088607594937,0,48.0886075949367,48,45.8356457661211,38.6752136752137,37.9746835443038,0,41.7721518987342,0,27.8481012658228,0,75.9493670886076,100,38.6293818008573,32.0512820512821,0,0,8.55696202531646,6
2024,"RN","Primo-député",45,32.1428571428571,22.2222222222222,0,45.8222222222222,46,30.7961819563309,18.1818181818182,26.6666666666667,0,53.3333333333333,100,24.4444444444444,0,55.5555555555556,100,24.1570329916006,12,100,100,3.88888888888889,3
2024,"RPR/UMP/LR","Ancien député",42,9.61098398169336,33.3333333333333,0,53.8333333333333,55,79.7456483343373,86.3425925925926,40.4761904761905,0,59.5238095238095,100,9.52380952380952,0,95.2380952380952,100,70.8976287004629,73.125,0,0,22.3095238095238,22.5
2024,"RPR/UMP/LR","Primo-député",6,4.28571428571429,0,0,44,43.5,72.6075493392981,76.8421052631579,50,50,83.3333333333333,100,0,0,100,100,62.0519937837425,61.1111111111111,100,100,13.8333333333333,11
2024,"Socialiste","Ancien député",33,7.55148741418764,39.3939393939394,0,57.3333333333333,60,61.5673214161285,61.1111111111111,42.4242424242424,0,69.6969696969697,100,15.1515151515152,0,93.9393939393939,100,55.9512044614797,53.3333333333333,0,0,20.3636363636364,21
2024,"Socialiste","Primo-député",32,22.8571428571429,37.5,0,50.09375,50,53.4046172523519,58.8235294117647,46.875,0,65.625,100,12.5,0,81.25,100,41.9021360171383,45.141065830721,100,100,12.90625,13
2024,"Total","Ancien député",437,100,37.5286041189931,0,50.6590389016018,52,53.3535768522058,51.4285714285714,32.0366132723112,0,59.954233409611,100,18.5354691075515,0,72.3112128146453,100,46.6470689667299,43.4782608695652,0,0,13.1029748283753,10
2024,"Total","Primo-député",140,100,29.2857142857143,0,46.4285714285714,46,41.4354142245493,40.5128205128205,37.1428571428571,0,58.5714285714286,100,16.4285714285714,0,62.1428571428571,100,31.0975328681171,23.5384615384616,100,100,8.22142857142857,5
