"legis.annee","tendance.pol","cabcollab","effectifs","pourcentages","mean_part.femmes","median_part.femmes","mean_age","median_age","mean_part.pol","median_part.pol","mean_part.cabcollab","median_part.cabcollab","mean_part.pcs.123","median_part.pcs.123","mean_part.pcs.456","median_part.pcs.456","mean_part.elu.local","median_part.elu.local","mean_part.mandat","median_part.mandat","mean_part.primos","median_part.primos","mean_duree.pol","median_duree.pol"
2022,"ECO/SOC/RAD","Ancien collaborateur",23,12.1693121693122,39.1304347826087,0,45.1739130434783,47,68.1291970461122,69.6969696969697,100,100,39.1304347826087,0,0,0,60.8695652173913,100,35.4140187540972,38.4615384615385,56.5217391304348,100,14,12
2022,"ECO/SOC/RAD","Jamais collaborateur",31,7.59803921568627,48.3870967741936,0,53.0645161290323,52,48.2487594864159,46.1538461538462,0,0,70.9677419354839,100,22.5806451612903,0,96.7741935483871,100,48.2487594864159,46.1538461538462,61.2903225806452,100,14.2258064516129,13
2022,"Extrême-droite","Ancien collaborateur",32,16.9312169312169,15.625,0,40.5625,36,68.8259368421137,77.0833333333333,100,100,25,0,9.375,0,78.125,100,43.0937172546313,45.5882352941177,87.5,100,8.8125,7
2022,"Extrême-droite","Jamais collaborateur",57,13.9705882352941,49.1228070175439,0,49.2982456140351,49,24.9427821948829,13.3928571428571,0,0,57.8947368421053,100,36.8421052631579,0,80.7017543859649,100,24.9427821948829,13.3928571428571,98.2456140350877,100,5.21052631578947,2
2022,"Non-inscrits","Ancien collaborateur",3,1.58730158730159,33.3333333333333,0,60.3333333333333,61,92.5381263616558,97.0588235294118,100,100,33.3333333333333,0,0,0,100,100,87.9084967320262,91.6666666666667,0,0,32.6666666666667,33
2022,"Non-inscrits","Jamais collaborateur",1,0.245098039215686,100,100,54,54,17.2413793103448,17.2413793103448,0,0,100,100,0,0,0,0,17.2413793103448,17.2413793103448,0,0,5,5
2022,"Total","Ancien collaborateur",189,100,30.6878306878307,0,45.2539682539683,45,69.896738226194,79.1666666666667,100,100,35.4497354497354,0,4.76190476190476,0,68.7830687830688,100,43.9351234212993,47.0588235294118,51.3227513227513,100,13.7142857142857,10
2022,"Total","Jamais collaborateur",408,100,41.1764705882353,0,50.6666666666667,51,39.0271333476492,35.4497354497355,0,0,71.3235294117647,100,25,0,72.5490196078431,100,39.0271333476492,35.4497354497355,50,50,10.2843137254902,8
2024,"Centre","Ancien collaborateur",46,23.9583333333333,32.6086956521739,0,45.6739130434783,43.5,73.786074892942,81.4560439560439,100,100,43.4782608695652,0,2.17391304347826,0,63.0434782608696,100,50.4867185611838,50.7575757575758,19.5652173913043,0,14.9347826086957,12
2024,"Centre","Jamais collaborateur",110,28.5714285714286,37.2727272727273,0,55.0545454545455,55,43.3604039680584,41.2037037037037,0,0,80.9090909090909,100,15.4545454545455,0,74.5454545454545,100,43.3604039680584,41.2037037037037,3.63636363636364,0,12.8090909090909,10
