"legis.annee","ProfSigni","primodep","effectifs","pourcentages","mean_part.femmes","median_part.femmes","mean_age","median_age","mean_part.pol","median_part.pol","mean_part.cabcollab","median_part.cabcollab","mean_part.pcs.123","median_part.pcs.123","mean_part.pcs.456","median_part.pcs.456","mean_part.elu.local","median_part.elu.local","mean_part.mandat","median_part.mandat","mean_part.primos","median_part.primos","mean_duree.pol","median_duree.pol"
2007,"ouvrier","Primo-député",2,1.10497237569061,0,0,56,56,45.1612903225806,45.1612903225806,0,0,0,0,100,100,100,100,45.1612903225806,45.1612903225806,100,100,14,14
2007,"profinter","Ancien député",49,10.6986899563319,22.4489795918367,0,56.5714285714286,58,73.3484381100085,77.2727272727273,14.2857142857143,0,0,0,100,100,100,100,71.6100404532435,76.9230769230769,0,0,23.1428571428571,24
2007,"profinter","Primo-député",31,17.1270718232044,51.6129032258064,100,53,54,54.640726355842,57.1428571428571,3.2258064516129,0,0,0,100,100,93.5483870967742,100,54.1030919472399,57.1428571428571,100,100,15.8709677419355,12
2007,"proflib","Ancien député",71,15.5021834061135,12.6760563380282,0,58.5352112676056,60,63.9721060481399,66.6666666666667,7.04225352112676,0,100,100,0,0,97.1830985915493,100,62.8991303856236,66.6666666666667,0,0,21.4225352112676,22
2007,"proflib","Primo-député",23,12.707182320442,30.4347826086957,0,52.8260869565217,54,58.4876501867566,52.1739130434783,17.3913043478261,0,100,100,0,0,95.6521739130435,100,56.5034115152114,52.1739130434783,100,100,16.0434782608696,18
2007,"Total","Ancien député",458,100,14.410480349345,0,56.7292576419214,57.5,71.6125795331842,73.2520325203252,30.7860262008734,0,72.2707423580786,100,12.882096069869,0,98.0349344978166,100,67.8222290437616,68.9903846153846,0,0,22.4257641921397,24
2007,"Total","Primo-député",181,100,31.4917127071823,0,50.3701657458564,51,57.4566947465491,60,26.5193370165746,0,62.9834254143646,100,18.7845303867403,0,91.7127071823204,100,50.068891977988,50,100,100,14.121546961326,12
2012,"agri","Ancien député",11,3.02197802197802,27.2727272727273,0,59.9090909090909,60,63.9738406137889,65.7142857142857,0,0,100,100,0,0,100,100,63.9738406137889,65.7142857142857,0,0,22,23
2012,"agri","Primo-député",7,2.7027027027027,28.5714285714286,0,55.2857142857143,56,51.2519041658255,53.125,0,0,100,100,0,0,85.7142857142857,100,51.2519041658255,53.125,100,100,15.4285714285714,17
2012,"artisancommercantpdg","Ancien député",17,4.67032967032967,11.7647058823529,0,58.5294117647059,58,65.6018560056187,69.6969696969697,5.88235294117647,0,100,100,0,0,100,100,65.6018560056187,69.6969696969697,0,0,21.7647058823529,23
2012,"artisancommercantpdg","Primo-député",6,2.31660231660232,16.6666666666667,0,47.1666666666667,50.5,33.5920195173069,34.3501326259947,0,0,100,100,0,0,100,100,33.5920195173069,34.3501326259947,100,100,7.5,6
2012,"cadsupprive","Ancien député",66,18.1318681318681,10.6060606060606,0,57.5454545454545,59,78.2707522712425,80.4761904761905,27.2727272727273,0,100,100,0,0,98.4848484848485,100,76.766531777394,79.3103448275862,0,0,24.9242424242424,23
2012,"cadsupprive","Primo-député",42,16.2162162162162,30.952380952381,0,49.1666666666667,50,42.8285292006316,39.3358876117497,28.5714285714286,0,100,100,0,0,73.8095238095238,100,34.179022135711,32.8431372549019,100,100,10.9761904761905,11
2012,"cadsuppub","Ancien député",94,25.8241758241758,15.9574468085106,0,58.6914893617021,60,72.8332704111917,73.1707317073171,40.4255319148936,0,100,100,0,0,98.936170212766,100,68.8172266203193,68.9010989010989,0,0,24.4468085106383,24
2012,"cadsuppub","Primo-député",75,28.957528957529,42.6666666666667,0,49.5466666666667,48,44.1894713031315,47.8260869565217,25.3333333333333,0,100,100,0,0,84,100,40.4380912768028,40.7407407407407,100,100,10.8133333333333,11
2012,"collab","Ancien député",53,14.5604395604396,16.9811320754717,0,52.188679245283,53,88.8471223174142,90.3225806451613,96.2264150943396,100,0,0,0,0,98.1132075471698,100,69.7149331991378,76.9230769230769,0,0,24.0754716981132,25
2012,"collab","Primo-député",49,18.9189189189189,20.4081632653061,0,42.3673469387755,41,76.2462496541441,83.3333333333333,93.8775510204082,100,0,0,0,0,87.7551020408163,100,44.9073749507389,44,100,100,13.1632653061224,13
2012,"employe","Ancien député",4,1.0989010989011,25,0,55.25,55.5,40.333485958486,38.1944444444444,0,0,0,0,100,100,75,100,40.333485958486,38.1944444444444,0,0,12.5,11
2012,"employe","Primo-député",2,0.772200772200772,50,50,59,59,25.2431476569408,25.2431476569408,0,0,0,0,100,100,100,100,25.2431476569408,25.2431476569408,100,100,9.5,9.5
2012,"NA","Ancien député",7,1.92307692307692,57.1428571428571,100,55.8571428571429,56,83.9215396271848,90.625,28.5714285714286,0,0,0,0,0,100,100,80.2349036824843,90.625,0,0,25.7142857142857,25
2012,"NA","Primo-député",7,2.7027027027027,57.1428571428571,100,53.7142857142857,61,34.1125157588572,36.4316239316239,14.2857142857143,0,0,0,0,0,71.4285714285714,100,34.1125157588572,36.4316239316239,100,100,10.7142857142857,10
2012,"profinter","Ancien député",52,14.2857142857143,38.4615384615385,0,59.9038461538462,61,68.9491944105155,72.8501228501229,9.61538461538461,0,0,0,100,100,98.0769230769231,100,68.5863935957696,72.8501228501229,0,0,24.1730769230769,23.5
2012,"profinter","Primo-député",53,20.4633204633205,52.8301886792453,100,54.6603773584906,55,41.9989462272672,42.3076923076923,13.2075471698113,0,0,0,100,100,88.6792452830189,100,39.4095370340845,36.6666666666667,100,100,12.4150943396226,11
2012,"proflib","Ancien député",60,16.4835164835165,11.6666666666667,0,60.4833333333333,61.5,68.7824970312846,68.1653746770026,11.6666666666667,0,100,100,0,0,100,100,68.0510806225426,68.1653746770026,0,0,24.3166666666667,23
2012,"proflib","Primo-député",18,6.94980694980695,44.4444444444444,0,48.8888888888889,50.5,46.1438918107033,51.7241379310344,0,0,100,100,0,0,88.8888888888889,100,46.1438918107033,51.7241379310344,100,100,10.7777777777778,11
2012,"Total","Ancien député",364,100,18.6813186813187,0,57.9423076923077,59,74.1789313260228,76.0869565217391,33.5164835164835,0,68.1318681318681,100,15.3846153846154,0,98.6263736263736,100,69.8400583295699,71.4285714285714,0,0,24.1126373626374,23
2012,"Total","Primo-député",259,100,38.2239382239382,0,49.4131274131274,50,49.3065342867594,50,32.8185328185328,0,57.1428571428571,100,21.2355212355212,0,84.5559845559846,100,40.3240678278181,40.3703703703704,100,100,11.6447876447876,11
2017,"agri","Ancien député",8,4.93827160493827,0,0,59,59.5,76.4791205841569,80.4310344827586,0,0,100,100,0,0,100,100,76.4791205841569,80.4310344827586,0,0,26.125,26.5
2017,"agri","Primo-député",7,1.6548463356974,28.5714285714286,0,50.5714285714286,58,44.4031871121654,48.4848484848485,0,0,100,100,0,0,71.4285714285714,100,44.4031871121654,48.4848484848485,100,100,15,16
2017,"artisancommercantpdg","Ancien député",12,7.40740740740741,25,0,54.8333333333333,56,68.5725768131227,65.686274509804,25,0,100,100,0,0,100,100,67.7661252002195,65.686274509804,0,0,20.75,17
2017,"artisancommercantpdg","Primo-député",54,12.7659574468085,35.1851851851852,0,48.3518518518519,48.5,12.6542352005354,0,12.962962962963,0,100,100,0,0,40.7407407407407,0,11.5093261735674,0,100,100,3.37037037037037,0
2017,"cadsupprive","Ancien député",25,15.4320987654321,16,0,58,59,64.487717160585,64.7058823529412,20,0,100,100,0,0,92,100,62.971012355093,63.3333333333333,0,0,20.88,22
2017,"cadsupprive","Primo-député",106,25.0591016548463,45.2830188679245,0,42.9245283018868,42,18.7496251252856,0,14.1509433962264,0,100,100,0,0,37.7358490566038,0,14.6319579384568,0,100,100,3.83962264150943,0
2017,"cadsuppub","Ancien député",43,26.5432098765432,23.2558139534884,0,56.8139534883721,55,63.6021727245189,66.6666666666667,30.2325581395349,0,100,100,0,0,97.6744186046512,100,60.3934666552192,64.1025641025641,0,0,20.3953488372093,22
2017,"cadsuppub","Primo-député",78,18.4397163120567,46.1538461538462,0,48.7307692307692,48,26.5305240601416,18.3333333333333,10.2564102564103,0,100,100,0,0,58.974358974359,100,24.6095721674703,14.3181818181818,100,100,6.74358974358974,3
2017,"collab","Ancien député",40,24.6913580246914,25,0,51.4,52.5,88.9824189907454,94.4272445820433,92.5,100,0,0,0,0,92.5,100,67.4493557774957,65.686274509804,0,0,23.15,22
2017,"collab","Primo-député",49,11.5839243498818,38.7755102040816,0,44.6326530612245,46,79.2857446311668,87.5,97.9591836734694,100,0,0,0,0,77.5510204081633,100,43.4744524416181,43.9024390243902,100,100,15.1428571428571,15
2017,"employe","Primo-député",6,1.41843971631206,66.6666666666667,100,51,50,17.1031746031746,17.1428571428571,0,0,0,0,100,100,66.6666666666667,100,17.1031746031746,17.1428571428571,100,100,5.5,4
2017,"NA","Ancien député",3,1.85185185185185,66.6666666666667,100,47.3333333333333,51,87.6190476190476,100,0,0,0,0,0,0,100,100,87.6190476190476,100,0,0,18,22
